f_id,nbhd,host,cap,inst,pwr
F00568,Harlem,mutual aid nyc,"1,902",20221210,Solar
F00511,bushwick,corner deli,"1,796",20240103,solar
F00247,Flatbush, CORNER DELI ,"1,590",20211121,solar
F00596,crown hts,Mutual Aid NYC,"1,277",20190809,SOLAR
F01967,ridgewood,Bodega Grande,148,20190926,Generator
F03953,bed-stuy,community garden,958,20201015,generator
F03219,Bushwick,corner deli,"1,512",20221113,Generator
F01940,Crown Heights,bodega grande,184,20200427,SOLAR
F01357,Bed-Stuy,St. Marks Church,338,20201122,GRID
F04731,Bed-Stuy,the bakery,"1,477",20200218,GRID
F03034,Bedford-Stuyvesant, CORNER DELI ,276,20210808,SOLAR
F01497,crown hts,Corner Deli,"1,192",20200121,generator
F01792,ridgewood,Corner Deli,"1,243",20190314,SOLAR
F01112,ridgewood,St. Marks Church,"1,697",20200228,GRID
F01238,bed-stuy,Bodega Grande,"1,939",20200112,solar
F03637,crown hts,The Bakery,300,20240102,solar
F00886, Bushwick ,bodega grande,663,20181111,Solar
F02560,Bed-Stuy, CORNER DELI ,172,20220308,solar
F03423,bed-stuy,Bodega Grande,"1,577",20181103,SOLAR
F02063,Harlem,Mutual Aid NYC,"1,403",20191012,solar
F00288,ridgewood,The Bakery,203,20200625,Grid
F01623,crown hts,Corner Deli,259,20200913,generator
F03360,crown hts,mutual aid nyc,980,20231022,GRID
F00282,Harlem,st. marks church,"1,834",20180309,Grid
F03820,flatbush ,corner deli,"1,677",20220817,Solar
F02858,Mott Haven,green grocer,543,20180307,grid
F04656,flatbush ,green grocer,536,20220110,solar
F04284,bed-stuy,Mutual Aid NYC,180,20230811,generator
F02666, Bushwick ,Green Grocer,494,20240426,generator
F04373,sunset park,st. marks church,312,20190816,SOLAR
F01339,harlem,The Bakery,102,20230819,grid
F03146,mott haven,,"1,610",20230918,generator
F01258,jackson hts,green grocer,"1,900",20180408,GRID
F01255,Crown Heights,green grocer,144,20211107,Grid
F00170,bed-stuy,The Bakery,"1,205",20230625,Grid
F01722,Jackson Heights,,"1,552",20200816,Grid
F04650,Flatbush,mutual aid nyc,419,20180128,Solar
F02892,mott haven,corner deli,646,20240716,generator
F04132,jackson hts, CORNER DELI ,"1,505",20230227,solar
F03135,mott haven,,"1,402",20241111,SOLAR
F01348,flatbush ,Bodega Grande,66,20200420,GRID
F04157,sunset park,The Bakery,126,20200324,Grid
F01111,harlem, CORNER DELI ,542,20220409,Solar
F02162,harlem,Corner Deli,830,20210322,Grid
F00231,bushwick,st. marks church,258,20180820,grid
F02655,Harlem,The Bakery,"1,895",20210525,generator
F02436,Bed-Stuy,,"1,797",20180225,generator
F03919,Mott Haven,community garden,777,20221207,SOLAR
F04616,Sunset Park,community garden,"1,810",20240604,SOLAR
F00481,Bushwick,bodega grande,"1,169",20180107,solar
F02839,Bedford-Stuyvesant,green grocer,,20220915,Generator
F03879,sunset park,Green Grocer,"1,506",20240309,solar
F00832,sunset park,Bodega Grande,"1,497",20230218,SOLAR
F00274,Bushwick,St. Marks Church,"1,192",20231227,Solar
F00215,jackson hts,St. Marks Church,"1,239",20200618,Solar
F01406,harlem,st. marks church,441,20210125,solar
F02199,ridgewood,corner deli,"1,682",20180826,GRID
F01888, Bushwick ,bodega grande,616,20230626,generator
F03212,bed-stuy,the bakery,646,20230412,Solar
F04082,Harlem,green grocer,636,20190427,Grid
F02155, Bushwick ,the bakery,"1,130",20181217,grid
F03401,bushwick,bodega grande,"1,019",20180511,GRID
F00634,crown hts, CORNER DELI ,464,20240703,Generator
F00969,sunset park,,"1,622",20211018,SOLAR
F03370,Flatbush,the bakery,487,20180810,Grid
F00698,bed-stuy, CORNER DELI ,216,20200126,Solar
F04182,bed-stuy,green grocer,"1,375",20241214,Generator
F04087, Bushwick ,corner deli,"1,478",20240327,Generator
F04695,Bedford-Stuyvesant,Bodega Grande,"1,116",20220615,SOLAR
F03188,sunset park,st. marks church,537,20180305,Solar
F04079,mott haven,corner deli,"1,706",20220702,Generator
F04412, Bushwick ,The Bakery,670,20180617,Grid
F00072,harlem,bodega grande,"1,972",20210101,Generator
F01108,Jackson Heights,Green Grocer,"1,188",20230920,SOLAR
F00349,mott haven,Mutual Aid NYC,353,20220406,grid
F02534, Bushwick ,,766,20220802,SOLAR
F01199,Bushwick,Community Garden,"1,807",20220205,generator
F02631,bed-stuy,,"1,074",20240505,generator
F03284,Crown Heights,bodega grande,528,20230319,Generator
F03160,Ridgewood,community garden,853,20201218,GRID
F03518,sunset park,st. marks church,924,20200702,GRID
F00446,Bushwick,Bodega Grande,"1,221",20200326,GRID
F01660,harlem,Bodega Grande,"1,205",20220507,Solar
F02305,Sunset Park,community garden,801,20181023,generator
F00529,Bedford-Stuyvesant,green grocer,"1,412",20180120,solar
F01919,harlem,The Bakery,713,20190508,SOLAR
F01501,bed-stuy,corner deli,328,20180105,SOLAR
F04846,Bushwick,Mutual Aid NYC,"1,282",20190624,solar
F04452,jackson hts,Mutual Aid NYC,"1,461",20240317,Solar
F00586,Bushwick,Corner Deli,541,20220614,Solar
F03706,flatbush ,,"1,772",20230503,Grid
F04473,Bushwick,Community Garden,74,20220815,Generator
F00491,Ridgewood,mutual aid nyc,"1,376",17761112,SOLAR
F04544,Bedford-Stuyvesant,Corner Deli,302,20230611,solar
F03621,Bed-Stuy,bodega grande,719,20241126,SOLAR
F03293,Crown Heights,st. marks church,367,20240222,Grid
F00241, Bushwick ,bodega grande,544,20220222,Solar
F03378,Bed-Stuy,bodega grande,471,20220715,Solar
F04093,harlem,Bodega Grande,"1,858",20230722,Grid
F02149,Crown Heights,Corner Deli,,20221223,GRID
F04114,jackson hts,community garden,523,17761222,Generator
F04056,Crown Heights, CORNER DELI ,374,20190402,Solar
F03519,Flatbush,,639,20240325,solar
F01616,flatbush ,Mutual Aid NYC,"1,887",20201211,generator
F01759, Bushwick ,bodega grande,"1,186",20221221,grid
F04181,Crown Heights,The Bakery,984,20220522,generator
F00776,crown hts,Corner Deli,710,20200211,Solar
F03767, Bushwick , CORNER DELI ,812,20240619,Grid
F01992,Bed-Stuy,corner deli,59,20240320,grid
F02439,Ridgewood,,"1,204",20190121,Solar
F03789,Flatbush,st. marks church,,20221102,GRID
F00831,ridgewood,bodega grande,880,20180904,Generator
F00609,ridgewood,Bodega Grande,40,20191004,Grid
F01526,Harlem,st. marks church,134,20220318,solar
F04576,bushwick,The Bakery,950,20230501,solar
F02196,ridgewood,Bodega Grande,782,20211024,SOLAR
F04882,Mott Haven,mutual aid nyc,"1,004",20230511,grid
F03013,ridgewood,Community Garden,,20190512,SOLAR
F01420,bed-stuy,Green Grocer,"1,363",20180921,SOLAR
F03141,Crown Heights,bodega grande,999999,20200901,GRID
F03051,mott haven,Green Grocer,"1,824",20190715,grid
F04660,ridgewood,bodega grande,"1,402",20220214,solar
F00137,flatbush ,Green Grocer,"1,852",20221227,GRID
F02130,Crown Heights,Green Grocer,"1,460",20230617,grid
F00615,Bedford-Stuyvesant,Green Grocer,724,20200121,grid
F01030,sunset park,bodega grande,"1,615",20231212,Generator
F01896,Bushwick,the bakery,"1,258",20240527,Generator
F04613,mott haven,green grocer,"1,950",20200804,generator
F00372,bushwick,the bakery,"1,055",20240417,GRID
F03367,Bushwick,the bakery,440,20210308,GRID
F01392,Mott Haven,,727,20200401,Grid
F01868,sunset park,mutual aid nyc,"1,565",20180124,Grid
F00946,ridgewood,bodega grande,"1,169",20210701,generator
F01223,sunset park,mutual aid nyc,135,20191008,Generator
F02737,sunset park,Bodega Grande,"1,384",20190528,Solar
F01104,bed-stuy,Corner Deli,174,20240715,Solar
F02325,crown hts,Mutual Aid NYC,"1,760",20190301,GRID
F04315,harlem,the bakery,905,20190614,generator
F00321,bed-stuy,Corner Deli,"1,463",20230905,SOLAR
F04601,Flatbush,,"1,264",20180727,Grid
F02787, Bushwick ,the bakery,858,20181128,generator
F04106, Bushwick ,Corner Deli,514,20220324,Solar
F02223,crown hts,Community Garden,874,20190526,SOLAR
F02751,sunset park,Corner Deli,689,20191108,Solar
F03283,bed-stuy,St. Marks Church,933,20231024,grid
F03675,Mott Haven,Mutual Aid NYC,"1,752",20230123,GRID
F00272,flatbush ,the bakery,390,20190312,grid
F03296,Ridgewood,Green Grocer,"1,388",20190710,grid
F04001,Bushwick,mutual aid nyc,684,20180408,SOLAR
F00881,ridgewood,mutual aid nyc,999999,20240905,Generator
F02565,Bedford-Stuyvesant,Bodega Grande,413,20240617,generator
F04764,jackson hts,St. Marks Church,813,20231126,generator
F04821,sunset park,The Bakery,,20220526,GRID
F04680,Ridgewood,Mutual Aid NYC,120,20190514,Solar
F00987,mott haven,st. marks church,389,20181016,Grid
F02785,Ridgewood,mutual aid nyc,"1,861",20190509,grid
F02853,jackson hts,The Bakery,"1,673",20220303,GRID
F00578,Bed-Stuy,Green Grocer,429,20220916,grid
F00616,bed-stuy,Community Garden,966,20210214,grid
F02373,Jackson Heights,St. Marks Church,"1,017",20180806,solar
F03952,jackson hts,mutual aid nyc,658,20200918,Generator
F02311,Jackson Heights,Community Garden,"1,177",20210726,grid
F01752,Harlem,St. Marks Church,"1,852",20190419,grid
F04498,harlem,bodega grande,"1,274",20230528,Grid
F00757,Mott Haven,st. marks church,"1,199",20240419,SOLAR
F00584,Jackson Heights,bodega grande,"1,374",20211026,generator
F00203,Harlem,Community Garden,678,20241224,grid
F02004,Bed-Stuy,Community Garden,412,20190112,generator
F00261,Ridgewood,The Bakery,"1,742",20181127,grid
F04752,flatbush ,,227,20240612,GRID
F00320, Bushwick ,Bodega Grande,555,20200910,Solar
F03357,Bedford-Stuyvesant,Community Garden,"1,892",20190209,GRID
F04391,Bushwick,St. Marks Church,"1,283",20211201,generator
F04661,Bed-Stuy,,169,20190227,GRID
F00730,ridgewood,Green Grocer,"1,424",20210320,Generator
F03476,Sunset Park,st. marks church,288,20230611,Solar
F00211,Bedford-Stuyvesant,mutual aid nyc,-30,20190512,Grid
F00010, Bushwick ,Bodega Grande,160,20200728,GRID
F03868,mott haven,the bakery,887,20180415,grid
F01131,Bed-Stuy,bodega grande,"1,464",20180806,GRID
F04672,Mott Haven,Bodega Grande,133,20211125,grid
F04225,bushwick,bodega grande,137,20240815,generator
F01690,jackson hts,mutual aid nyc,"1,519",20240817,generator
F01410,Ridgewood,Community Garden,"1,749",20210623,generator
F00476,Crown Heights,Community Garden,"1,243",20220122,solar
F04212,Flatbush,community garden,716,20180723,Solar
F02598,ridgewood,bodega grande,"1,946",20200721,solar
F03381,Crown Heights,the bakery,495,20200126,SOLAR
F03726,Crown Heights,Corner Deli,"1,830",20190806,solar
F03856, Bushwick ,The Bakery,"1,177",20241025,generator
F04253, Bushwick ,Green Grocer,227,20211005,SOLAR
F02704,Ridgewood,bodega grande,65,20210319,SOLAR
F01938, Bushwick ,Green Grocer,817,20200920,Solar
F01543,crown hts,Corner Deli,"1,675",20220718,GRID
F00352,Flatbush,mutual aid nyc,103,20220203,solar
F02287,Crown Heights,Bodega Grande,662,20191026,Generator
F02610,Mott Haven,Community Garden,185,20220209,SOLAR
F00845,Harlem,Mutual Aid NYC,761,20191024,GRID
F03983,Jackson Heights,Bodega Grande,,20180824,grid
F03580,Ridgewood, CORNER DELI ,999999,20220401,solar
F04557,crown hts,Mutual Aid NYC,"1,564",20201204,solar
F00846,jackson hts,Corner Deli,-30,20230211,Generator
F00037, Bushwick ,green grocer,"1,052",20180314,Solar
F00579,harlem,Green Grocer,949,20240707,solar
F03613,mott haven,St. Marks Church,"1,818",20190312,SOLAR
F03081,Bed-Stuy,mutual aid nyc,"1,358",20240117,Generator
F03823,sunset park, CORNER DELI ,548,20200313,generator
F01722,Jackson Heights,,"1,552",20200816,Grid
F04215,Sunset Park,bodega grande,"1,277",20210407,Solar
F01023,Harlem,community garden,627,20191108,generator
F03167,Jackson Heights, CORNER DELI ,328,20231012,generator
F00042,bed-stuy,mutual aid nyc,"1,077",20191224,generator
F04042,Crown Heights,Mutual Aid NYC,454,20240125,solar
F04746,Flatbush, CORNER DELI ,"1,240",20240613,Grid
F03977,Flatbush,,"1,632",20200425,GRID
F00685, Bushwick ,The Bakery,,20240911,SOLAR
F00178,Harlem,Community Garden,"1,948",20200823,grid
F01994,flatbush ,St. Marks Church,"1,283",20210912,generator
F01659,Ridgewood,Community Garden,519,20180524,generator
F00976,jackson hts,bodega grande,802,20190805,Grid
F03890,harlem,Green Grocer,639,20210510,Generator
F01007,crown hts,the bakery,326,20230514,SOLAR
F03805,bed-stuy,Bodega Grande,562,20200121,Generator
F02557, Bushwick ,Mutual Aid NYC,"1,846",20201011,Grid
F04735,Bed-Stuy,mutual aid nyc,"1,166",20220303,Solar
F01957,Crown Heights, CORNER DELI ,966,20211202,Grid
F01119, Bushwick ,the bakery,"1,433",20190102,Grid
F01218,bed-stuy,Mutual Aid NYC,"1,381",20180205,solar
F03447,ridgewood,Mutual Aid NYC,208,20190711,solar
F03769,Bed-Stuy,green grocer,"1,544",20180412,Generator
F00585,bushwick,mutual aid nyc,"1,591",20190707,solar
F00948,Bedford-Stuyvesant,mutual aid nyc,554,20240928,Generator
F01463,Sunset Park,corner deli,"1,832",20181113,Solar
F01074,mott haven,mutual aid nyc,"1,610",20210515,Grid
F03287, Bushwick ,the bakery,"1,401",20240314,Grid
F01730,Bedford-Stuyvesant, CORNER DELI ,"1,310",20220310,SOLAR
F00061,Ridgewood,the bakery,"1,086",20240126,solar
F03536,bed-stuy,Mutual Aid NYC,"1,771",20211004,SOLAR
F04653, Bushwick ,Mutual Aid NYC,51,20230517,Solar
F01976,Harlem,Corner Deli,893,20231011,SOLAR
F03227,Harlem, CORNER DELI ,"1,517",20220427,GRID
F04250,harlem,,"1,693",20211020,generator
F03905,crown hts, CORNER DELI ,96,20200608,grid
F00768,Bedford-Stuyvesant,Corner Deli,200,20210805,solar
F04777,bushwick,Mutual Aid NYC,767,20221010,Grid
F02153, Bushwick ,bodega grande,"1,162",20190404,SOLAR
F00082,Harlem,St. Marks Church,"1,685",20201011,SOLAR
F02975,Crown Heights,mutual aid nyc,,20220601,Grid
F03450,ridgewood,St. Marks Church,662,20240602,GRID
F03153,Crown Heights,st. marks church,807,20200206,Generator
F04720,harlem,community garden,"1,247",20230824,Generator
F01945,Sunset Park,the bakery,"1,417",20200908,Generator
F02734,Crown Heights,St. Marks Church,"1,835",20190510,Generator
F04246,Sunset Park,corner deli,280,20230423,Generator
F02890,Bed-Stuy,Green Grocer,962,20220613,solar
F03935,flatbush ,St. Marks Church,"1,870",20240322,Solar
F01088,Harlem,Bodega Grande,"1,246",20221118,GRID
F02294,Bed-Stuy,green grocer,"1,782",20181226,GRID
F04756,Bushwick,Community Garden,113,20221212,solar
F01416,mott haven,st. marks church,"1,454",20190924,SOLAR
F02355,harlem,Green Grocer,"1,070",20200312,Solar
F02430,crown hts,community garden,784,20190427,Grid
F01649,ridgewood,Corner Deli,"1,128",20200324,Grid
F00905,sunset park,Bodega Grande,"1,103",20220409,GRID
F01202,Harlem,Mutual Aid NYC,"1,341",20230314,Solar
F03158,Mott Haven,The Bakery,"1,444",20220826,SOLAR
F04434,Ridgewood,corner deli,596,20230516,Generator
F04707,crown hts,Bodega Grande,"1,628",20220318,grid
F01818,Mott Haven,the bakery,370,20220406,generator
F02101,Bushwick,st. marks church,615,20230515,generator
F00893,Bedford-Stuyvesant,Community Garden,820,20230119,Solar
F02484,Crown Heights,St. Marks Church,875,20210614,Solar
F00985,Flatbush,Green Grocer,540,20190622,Grid
F04686,Bushwick,the bakery,"1,594",20240716,solar
F03266,Crown Heights,St. Marks Church,205,20240727,grid
F03549,Ridgewood, CORNER DELI ,971,20231113,generator
F01825,Flatbush,St. Marks Church,210,20220314,generator
F00149,mott haven,Bodega Grande,986,20191107,solar
F00463,bed-stuy,mutual aid nyc,846,20230525,Grid
F00179,Harlem,green grocer,219,20201017,SOLAR
F03045,Flatbush,Mutual Aid NYC,"1,355",20180809,Generator
F03151,bed-stuy,community garden,"1,485",20190120,generator
F04025,bed-stuy,Mutual Aid NYC,47,20200104,solar
F02649,Flatbush,mutual aid nyc,"1,362",20181117,Solar
F03742, Bushwick ,St. Marks Church,"1,631",20210404,Grid
F03057,Mott Haven,st. marks church,"1,659",20211005,grid
F03498,bushwick,Corner Deli,"1,742",20221009,solar
F02665,sunset park,,"1,732",20240212,generator
F04631,crown hts,Bodega Grande,443,20240512,Solar
F03451,Sunset Park,Corner Deli,"1,249",20220514,solar
F03881,bed-stuy,Mutual Aid NYC,"1,357",20190907,Grid
F02512,mott haven,The Bakery,388,20210607,Grid
F02346,Flatbush,green grocer,295,20221219,GRID
F00043, Bushwick ,Corner Deli,"1,754",20180706,generator
F00613,Jackson Heights,Bodega Grande,"1,971",20230915,Generator
F03183,Crown Heights,mutual aid nyc,627,20180422,solar
F03082,Jackson Heights,st. marks church,999999,20191227,grid
F02335,Sunset Park,green grocer,163,20220926,GRID
F04761,Jackson Heights,Corner Deli,"1,783",20210927,solar
F01144,Sunset Park,green grocer,"1,775",20221121,Grid
F02409,sunset park,,"1,288",20200228,Grid
F04008,jackson hts,,653,20200813,SOLAR
F04180,Flatbush,the bakery,676,20210221,Grid
F02126,crown hts,St. Marks Church,"1,907",20220311,SOLAR
F01820,jackson hts,Community Garden,"1,164",20230505,GRID
F00642, Bushwick ,mutual aid nyc,914,20211226,Grid
F02474,Mott Haven,Bodega Grande,125,20210719,solar
F00519,harlem,Community Garden,445,20240420,Solar
F02878,Harlem,Mutual Aid NYC,386,20210905,Generator
F03575,Bed-Stuy,Corner Deli,184,20220412,grid
F03327,Jackson Heights,bodega grande,"1,972",20240114,Solar
F00808,sunset park,st. marks church,147,20200312,Grid
F01162,harlem, CORNER DELI ,807,20180602,Grid
F03088,bushwick,Bodega Grande,"1,833",20190227,SOLAR
F03691,Bed-Stuy,Community Garden,,20220707,Generator
F00875,flatbush , CORNER DELI ,81,20181124,Grid
F04693,ridgewood,corner deli,"1,420",20240807,generator
F00882,harlem,Community Garden,107,20210701,solar
F00550,Bedford-Stuyvesant,st. marks church,596,20210113,generator
F02932,harlem,bodega grande,"1,463",20221209,SOLAR
F04511,Jackson Heights,corner deli,"1,267",20220722,Generator
F03392,Flatbush, CORNER DELI ,569,20190202,Generator
F02925,sunset park,mutual aid nyc,84,20220628,GRID
F01484,Bushwick,Mutual Aid NYC,"1,002",20180405,Grid
F03778,jackson hts,St. Marks Church,"1,651",20210114,generator
F01319,sunset park,Community Garden,"1,460",20190805,Solar
F02097,Bed-Stuy, CORNER DELI ,"1,463",20220802,solar
F04666,ridgewood,St. Marks Church,844,20180427,Solar
F00755,Crown Heights, CORNER DELI ,330,20240818,solar
F00826,Bed-Stuy,Community Garden,"1,657",20240803,generator
F00828,bushwick,Bodega Grande,795,20240409,Grid
F02183,mott haven,Corner Deli,993,20231213,Solar
F01782,mott haven,Mutual Aid NYC,"1,949",20220720,solar
F02605,harlem, CORNER DELI ,842,20240422,solar
F02428,Jackson Heights,Mutual Aid NYC,79,20220413,Grid
F01988,mott haven, CORNER DELI ,263,20240918,Grid
F04413,Bedford-Stuyvesant,Bodega Grande,"1,475",20190823,Grid
F00424,jackson hts,green grocer,"1,368",20190421,Solar
F02124,crown hts,community garden,"1,781",20181111,Solar
F00984,bed-stuy,st. marks church,236,20211215,GRID
F04358,Flatbush,bodega grande,393,20241014,solar
F00810,bushwick,green grocer,"1,675",20180328,GRID
F01751,bushwick,Green Grocer,351,20190707,solar
F02202,bed-stuy,community garden,"1,920",20230501,grid
F03359,Mott Haven,Bodega Grande,"1,467",20240207,solar
