f_id,log_dt,temp,items,clean,restk
F00770,2020-09-17,41,29,dirty,y
F04532,2023-05-09,40,5,CLEAN,yes
F03411,2020-09-04,43,5,Clean,no
F01925,2023-08-19,40,30,clean,No
F04526,2021-04-09,44,14,needs cleaning,no
F04102,2024-08-25,43,5,,n
F03537,2024-05-27,33,25,Dirty ,y
F03129,2025-08-17,45,11,needs cleaning,No
F02732,2023-07-01,45,,,y
F00269,2020-02-24,42,31,Dirty ,YES
F00896,2020-09-08,35,,OK,yes
F04151,2022-08-24,42,39,Dirty ,NO
F04224,2024-10-13,38,,Dirty ,yes
F04209,2023-12-26,45,58,OK,Yes
F03752,2022-08-08,35,37,CLEAN,yes
F02517,2024-07-05,35,33,Dirty ,YES
F02024,2024-01-03,38,44,Clean,y
F00546,2025-10-06,41,59,CLEAN,No
F03808,2021-09-25,33,8,clean,yes
F01866,2024-10-24,38,38,clean,no
F03202,2023-01-18,43,45, ok,YES
F01571,2024-04-24,35,8,Clean,no
F01606,2023-09-12,36,48,CLEAN,NO
F02252,2024-11-04,33,8,needs cleaning,n
F02945,2023-05-20,45,16,needs cleaning,y
F00396,2025-10-02,34,47,Dirty ,no
F03633,2020-06-18,39,44,needs cleaning,n
F02089,2021-05-02,33,17,dirty,Yes
F04228,2024-04-14,40,40,OK,No
F02497,2022-06-14,33,36,dirty,YES
F00846,2024-01-28,-50,17,CLEAN,yes
F01410,2022-10-20,42,,CLEAN,n
F03701,2023-05-17,45,29,needs cleaning,yes
F03444,2025-03-15,43,24,needs cleaning,no
F01882,2023-09-22,38,43, ok,y
F03415,2025-12-04,38,9,Dirty ,No
F04552,2023-11-17,39,60,needs cleaning,No
F02386,2022-10-26,41,3,dirty,Yes
F04794,2025-03-20,40,40,needs cleaning,Yes
F03635,2025-02-02,38,47,CLEAN,NO
F01242,2023-02-08,44,23, ok,no
F02308,2020-12-26,43,46,Clean,YES
F02085,2021-04-16,37,23,Clean,n
F03813,2022-04-18,36,52,CLEAN,Yes
F00013,2022-08-18,42,44, ok,No
F00663,2025-06-10,36,43,needs cleaning,yes
F03116,2024-07-09,44,16,Clean,yes
F01299,2021-12-06,45,26,Dirty ,YES
F03088,2022-03-01,34,15, ok,YES
F00601,2025-09-04,38,33,clean,no
F00828,2024-08-26,42,56,OK,NO
F01165,2025-05-12,45,23,Dirty ,Yes
F03186,2023-07-07,45,55,,Yes
F03647,2020-06-20,36,35,needs cleaning,Yes
F04564,2025-02-27,33,2,clean,n
F01573,2025-01-14,36,6,OK,YES
F01026,2020-04-09,43,3,CLEAN,No
F00081,2025-12-09,41,18,needs cleaning,NO
F03407,2020-09-22,37,51,OK,NO
F04419,2024-04-05,44,23,clean,n
F03285,2020-07-19,43,40, ok,YES
F01464,2023-08-09,45,28,,NO
F04147,2020-04-21,44,59,OK,Yes
F01471,2025-09-06,33,1,Dirty ,YES
F04424,2024-12-23,39,54, ok,n
F00173,2023-08-02,39,15, ok,no
F02724,2021-05-13,38,19,CLEAN,yes
F00938,2025-10-27,41,3,Clean,y
F00325,2024-10-21,41,52,dirty,YES
F01846,2021-09-20,37,42,needs cleaning,n
F04780,2021-09-11,45,42,Clean,y
F01228,2022-04-15,44,99999,Clean,n
F01947,2022-09-02,45,60, ok,No
F02501,2021-06-18,35,15,Clean,y
F01976,2021-04-05,43,15,Dirty ,n
F09539,2024-10-21,43,37,needs cleaning,no
F03545,2020-05-07,45,3, ok,No
F03500,2022-01-13,33,49,Clean,Yes
F04548,2020-03-10,42,16,Clean,YES
F03824,2021-09-10,35,59, ok,Yes
F04629,2025-03-25,36,5,Clean,No
F04239,2024-01-09,35,51,Dirty ,n
F02745,2020-08-13,36,,needs cleaning,y
F02020,2023-03-13,36,22,dirty,NO
F01227,2022-02-22,34,9,Clean,yes
F00478,2021-08-05,37,23, ok,YES
F04490,2021-02-17,43,37,Dirty ,yes
F01240,2024-05-21,,,needs cleaning,Yes
F00572,2024-04-14,35,19,Dirty ,yes
F04140,2022-12-16,44,15, ok,no
F09357,2021-09-21,45,36,needs cleaning,YES
F01283,2022-10-07,45,20,Dirty ,n
F00358,2023-07-26,36,28,CLEAN,y
F04099,2024-12-01,34,40,clean,No
F02727,2022-07-18,39,33,clean,Yes
F00300,2022-08-06,38,57,CLEAN,No
F01439,2024-07-07,,34,Dirty ,No
F00327,2025-05-03,45,39,needs cleaning,YES
F00540,2025-01-25,45,30,Dirty ,Yes
F02965,2023-05-23,37,48,Dirty ,No
F00367,2023-01-23,41,39,Dirty ,no
F03307,2021-01-20,37,40,needs cleaning,Yes
F02393,2021-02-19,40,,Clean,NO
F03155,2023-02-16,33,6,clean,Yes
F04474,2022-12-24,43,51,clean,YES
F00556,2021-09-16,37,56,dirty,yes
F04825,2023-11-21,41,,needs cleaning,no
F03178,2023-07-05,42,7,CLEAN,Yes
F01120,2025-12-23,33,20,clean,No
F00218,2023-05-25,44,43, ok,YES
F03839,2024-06-02,43,26,dirty,No
F04261,2022-06-02,36,38, ok,y
F00195,2021-01-12,999,57,CLEAN,Yes
F04610,2020-08-15,36,2, ok,Yes
F02129,2020-09-09,36,9,OK,NO
F04628,2023-09-10,34,17,Dirty ,Yes
F01726,2024-07-07,35,0,OK,no
F00745,2022-02-07,43,50,needs cleaning,No
F04536,2021-03-10,44,34,needs cleaning,NO
F03959,2024-05-05,40,39,clean,n
F02762,2021-08-28,34,18,clean,yes
F01792,2025-07-06,36,51,CLEAN,no
F00331,2020-03-03,42,21, ok,yes
F03229,2021-04-12,44,10, ok,yes
F04827,2021-05-24,41,38,OK,no
F02809,2020-11-11,43,23,needs cleaning,Yes
F00303,2024-06-21,42,20,Dirty ,n
F02108,2020-04-08,43,24,CLEAN,n
F02771,2025-06-26,36,3,,No
F00813,2023-10-26,34,18,CLEAN,NO
F00346,2021-12-16,38,-5,OK,no
F04451,2022-11-08,41,2,Clean,NO
F00559,2021-08-02,36,19,Clean,no
F01646,2022-03-02,45,7,Clean,yes
F02494,2024-08-16,43,20,Dirty ,no
F00263,2020-06-02,45,40,Clean,YES
F01361,2025-09-24,38,36,dirty,Yes
F03640,2021-12-13,35,24,Dirty ,yes
F01428,2020-04-01,39,7,dirty,yes
F03900,2023-04-03,39,59,CLEAN,n
F03998,2025-10-04,36,29,CLEAN,NO
F00948,2024-07-03,42,1,Clean,Yes
F02953,2024-01-23,34,44,clean,NO
F03471,2024-12-10,34,47,dirty,No
F04667,2020-11-09,35,36,CLEAN,no
F04429,2021-11-14,45,38,needs cleaning,YES
F01733,2022-04-10,44,60,clean,yes
F03789,2021-10-11,38,9,needs cleaning,Yes
F03562,2023-08-24,41,16,needs cleaning,YES
F00451,2021-01-26,45,47,needs cleaning,YES
F00385,2023-03-11,36,1,,Yes
F00344,2022-09-09,38,6,CLEAN,NO
F00919,2025-05-18,41,9,needs cleaning,yes
F03810,2022-02-07,40,13,OK,No
F03484,2020-09-20,35,5,dirty,n
F04091,2020-12-24,34,22,Dirty ,No
F00782,2023-12-08,37,28,OK,yes
F00163,2023-03-13,43,6,clean,Yes
F09372,2022-01-28,37,21,clean,y
F03805,2025-03-09,35,41,OK,NO
F00860,2020-05-04,36,40,,NO
F04013,2021-12-05,43,48,,Yes
F03251,2023-07-19,38,36,Clean,no
F03263,2021-05-27,39,53,dirty,No
F01133,2025-02-27,,38, ok,no
F03667,2025-06-12,44,11,clean,YES
F00863,2023-05-16,43,7,OK,Yes
F04837,2023-08-13,34,27,clean,Yes
F04444,2024-04-24,39,30, ok,NO
F03208,2023-12-22,37,22,Dirty ,no
F02601,2023-01-01,34,41,Clean,YES
F01411,2023-06-10,34,25,OK,NO
F00939,2023-10-21,35,, ok,Yes
F09332,2024-04-02,35,32,dirty,NO
F02342,2022-09-25,33,40,clean,n
F04528,2025-05-01,,20,Dirty ,y
F03521,2024-10-05,38,35,needs cleaning,y
F01877,2023-08-17,45,4,CLEAN,n
F02309,2021-08-05,41,36,Clean,YES
F00930,2023-06-05,45,3,needs cleaning,Yes
F00387,2020-07-11,34,58,CLEAN,YES
F02546,2025-03-10,39,21,OK,No
F02138,2025-05-08,45,29,OK,Yes
F02236,2020-05-06,40,52,OK,n
F00968,2022-01-02,39,11,Clean,n
F09376,2023-07-14,35,56,needs cleaning,YES
F02883,2024-03-25,41,54,Clean,no
F02154,2025-07-12,39,22, ok,n
F02710,2021-11-09,37,38,clean,YES
F00909,2024-06-27,38,20,needs cleaning,Yes
F01706,2021-12-22,33,2, ok,yes
F00152,2022-10-16,38,,Dirty ,NO
F04306,2023-05-20,44,49,CLEAN,n
F00500,2021-06-07,40,51,clean,YES
F04254,2022-04-11,43,27,OK,no
F04817,2025-05-12,44,25, ok,y
F03098,2022-08-13,-50,7,clean,yes
F02975,2021-01-23,43,6,Dirty ,No
F02358,2024-07-01,36,16, ok,No
F04418,2022-03-05,40,39,Clean,yes
F02661,2023-05-14,36,25,dirty,No
F04274,2025-06-28,38,24, ok,yes
F00867,2021-06-26,36,23,clean,NO
F00923,2025-01-19,38,59,CLEAN,n
F01880,2024-11-11,44,16,dirty,No
F02060,2024-07-03,41,39, ok,y
F03025,2023-12-27,33,24,Dirty ,y
F02797,2020-07-16,37,24,Clean,n
F03881,2023-08-01,36,41,needs cleaning,y
F02813,2023-07-28,35,,OK,No
F04119,2024-06-12,44,,dirty,no
F02482,2025-07-11,41,42, ok,NO
F00580,2025-05-19,38,47,clean,y
F04757,2025-02-15,-50,40,OK,n
F02969,2020-09-01,33,52,CLEAN,Yes
F03599,2022-06-23,40,59,Dirty ,n
F00059,2021-04-08,38,23,Clean,no
F00070,2021-12-12,38,34,OK,no
F03063,2020-10-16,45,13,clean,no
F04861,2023-06-08,42,20,Clean,n
F02523,2024-07-23,45,45,OK,no
F00407,2024-07-28,44,43, ok,n
F02940,2022-11-28,41,8,,Yes
F03583,2021-07-13,35,29,CLEAN,n
F00941,2022-05-25,34,14,Dirty ,No
F02055,2021-09-17,,48,clean,No
F02906,2024-02-04,37,7,dirty,n
F03082,2024-08-02,35,1,OK,YES
F00715,2023-04-19,42,13,Dirty ,NO
F04079,2020-08-24,40,5,CLEAN,No
F03056,2020-01-28,41,60,Dirty ,YES
F02833,2023-09-19,43,40,dirty,NO
F01470,2025-10-27,41,33,Clean,y
F01776,2025-05-20,38,16,needs cleaning,n
F00917,2025-11-09,38,41,Dirty ,Yes
F01036,2024-09-07,41,10,OK,yes
F00903,2021-05-02,37,44,dirty,YES
F00687,2025-04-19,37,15, ok,y
F02989,2024-05-09,35,0,clean,Yes
F04609,2020-08-04,43,16,OK,YES
F04468,2021-08-19,33,5,clean,No
F01108,2023-03-03,,9, ok,no
F02156,2025-01-11,43,22, ok,Yes
F03341,2020-11-14,45,34,clean,y
F04324,2022-10-04,40,20,Clean,n
F03780,2023-02-23,40,56, ok,No
F02450,2021-04-02,999,51,needs cleaning,no
F04371,2023-12-27,,52,dirty,no
F00912,2023-05-03,33,9,needs cleaning,No
F03470,2021-08-13,33,20,Clean,Yes
F00161,2021-06-21,40,,dirty,Yes
F03681,2023-01-14,999,3,clean,n
F04144,2020-09-27,37,9, ok,no
F01352,2022-11-24,42,15,clean,no
F04657,2025-08-03,38,47,Clean,n
F04236,2024-03-08,43,21,OK,no
F02527,2025-02-02,34,16,,YES
F02894,2020-03-09,37,33,clean,NO
F00789,2022-09-23,45,1,dirty,yes
F02586,2022-11-13,,16,Clean,Yes
F01302,2024-09-25,,54,OK,n
F01930,2023-06-26,,99999,Clean,Yes
F03104,2024-11-21,41,35,CLEAN,n
F02008,2024-04-07,36,19,clean,No
F03950,2020-04-07,39,45,needs cleaning,y
F04139,2021-12-15,45,53,Clean,YES
F03173,2025-07-28,36,33,CLEAN,y
F02662,2022-12-16,34,40,clean,y
F04826,2022-11-12,39,31,Clean,yes
F01258,2020-11-04,42,12,needs cleaning,Yes
F03084,2022-12-23,39,12,clean,no
F01192,2020-02-14,38,40, ok,yes
F01484,2021-07-05,44,54,,y
F01734,2022-11-20,39,4,clean,YES
F03920,2024-06-13,45,,needs cleaning,NO
F03426,2020-09-21,42,31,needs cleaning,YES
F02011,2021-06-17,37,46,OK,NO
F09321,2025-07-27,38,23, ok,Yes
F02930,2022-03-01,40,12, ok,y
F00348,2025-02-18,36,47,Dirty ,no
F00864,2020-11-13,35,37,clean,n
F00621,2023-03-07,33,14,clean,NO
F00184,2022-11-22,42,27,Clean,no
F02325,2025-05-22,40,29, ok,YES
F03161,2022-04-18,40,58,Clean,y
F02768,2022-06-17,37,28,Clean,yes
F00684,2025-07-15,41,20,Clean,YES
F03319,2021-07-22,45,39,dirty,no
F03972,2020-09-13,43,60,OK,NO
F02850,2023-08-26,38,34,CLEAN,NO
F03630,2024-01-16,41,51,Dirty ,NO
F01616,2025-11-04,45,,dirty,NO
F00857,2022-05-12,,16,Clean,yes
F00189,2021-04-08,36,32,clean,yes
F00851,2021-12-01,40,44, ok,No
F02603,2022-12-12,41,2,dirty,Yes
F00644,2021-08-19,36,21,OK,y
F01543,2024-09-22,44,55, ok,NO
F03648,2022-03-05,40,9,dirty,no
F00537,2024-01-03,41,14,Clean,NO
F02475,2020-01-13,34,14,OK,n
F04772,2023-02-08,45,10,OK,no
F01798,2021-04-08,41,38,Dirty ,y
F02723,2020-01-19,40,52, ok,n
F03199,2022-09-10,37,23,Dirty ,NO
F00034,2020-02-18,41,23,needs cleaning,YES
F03495,2022-06-02,44,40,Clean,No
F03314,2024-03-11,45,23, ok,No
F01953,2023-12-08,37,30, ok,No
F01879,2021-05-24,43,41,Dirty ,y
F01001,2021-02-13,37,16,dirty,yes
F02680,2023-01-11,37,32,OK,no
F01246,2023-06-28,38,7,Clean,NO
F03949,2020-11-10,35,8,Clean,Yes
F00532,2023-07-24,40,6,needs cleaning,YES
F02933,2021-08-07,41,17,clean,n
F04410,2021-05-26,39,17,OK,n
F03140,2022-02-10,45,17,dirty,YES
F02506,2024-04-22,33,41,Dirty ,Yes
F03555,2022-12-22,39,49,Dirty ,yes
F02051,2024-12-03,42,38,Dirty ,yes
F01175,2022-04-14,34,,CLEAN,n
F03416,2025-02-20,34,6,OK,yes
F03206,2020-10-12,39,29,CLEAN,y
F03242,2025-07-18,44,19,OK,y
F04688,2025-04-26,35,7,needs cleaning,y
F04634,2021-12-23,36,10,needs cleaning,y
F04222,2021-05-22,33,20,clean,yes
F01802,2023-02-19,35,0,clean,yes
F01027,2024-06-18,45,7,needs cleaning,no
F09063,2024-07-28,45,7,CLEAN,NO
F02140,2021-01-24,,6,dirty,No
F09549,2021-03-09,40,5,CLEAN,yes
F02415,2024-05-11,38,47,Dirty ,No
F01414,2025-02-13,43,27,OK,YES
F01586,2020-05-05,36,31,CLEAN,Yes
F02650,2020-04-25,41,7,Clean,yes
F03852,2022-08-17,33,45, ok,y
F03879,2022-10-07,37,33,needs cleaning,no
F02794,2022-04-06,39,32,Dirty ,n
F01991,2022-08-19,43,2,Dirty ,YES
F01151,2022-01-18,37,3,Clean,no
F04256,2021-07-13,44,60,Dirty ,y
F04421,2025-06-04,34,39,CLEAN,no
F01849,2024-10-07,33,14,Dirty ,No
F03354,2020-08-17,,58,needs cleaning,no
F01564,2022-01-24,37,8,CLEAN,Yes
F02781,2020-12-08,37,34,Dirty ,No
F04278,2021-10-18,36,25,CLEAN,NO
F03011,2022-11-06,43,60,clean,y
F02587,2020-11-08,35,29,needs cleaning,YES
F03111,2022-03-22,45,25,needs cleaning,no
F00049,2021-01-28,33,37,Dirty ,no
F00265,2020-10-02,41,37, ok,No
F01539,2025-11-23,37,43,CLEAN,No
F02783,2020-11-01,39,37,Dirty ,n
F03393,2023-06-01,43,60,,y
F03257,2020-01-08,35,51,clean,Yes
F01195,2020-02-12,42,46,OK,No
F03723,2025-01-07,35,1, ok,no
F01803,2020-04-04,34,27, ok,y
F04403,2022-07-15,44,53,Clean,y
F02421,2024-03-03,40,26,Clean,YES
F02470,2020-10-12,44,56,CLEAN,y
F03603,2021-10-09,34,15,dirty,y
F02779,2020-11-23,42,27,Clean,yes
F01399,2025-02-14,33,33,needs cleaning,No
F00188,2024-08-10,35,57,needs cleaning,NO
F02022,2023-03-23,34,17,CLEAN,no
F01998,2021-12-07,43,6,dirty,y
F02209,2020-12-02,,24, ok,yes
F00611,2024-10-21,36,22,Dirty ,NO
F04804,2022-11-23,42,4,Dirty ,YES
F02412,2020-07-26,39,25,OK,NO
F02447,2025-11-01,44,16,CLEAN,n
F00646,2020-11-28,35,20, ok,y
F00388,2025-11-26,39,35,needs cleaning,yes
F03519,2022-06-19,40,17,CLEAN,Yes
F01881,2020-04-12,41,50,CLEAN,no
F02070,2024-04-04,45,46,needs cleaning,no
F09941,2021-07-08,37,18,needs cleaning,y
F01193,2022-11-16,35,52, ok,no
F01595,2024-12-19,39,44,OK,n
F03777,2020-12-28,35,8, ok,No
F01712,2020-09-14,38,16,Dirty ,n
F02395,2022-08-08,34,22,clean,NO
F03713,2023-07-05,35,2,OK,n
F04330,2020-02-20,36,23,dirty,no
F01069,2023-12-26,34,45, ok,yes
F04279,2025-02-05,45,17,Clean,y
F03036,2021-11-08,45,39, ok,Yes
F04811,2022-08-24,41,46, ok,Yes
F01901,2020-11-14,37,,needs cleaning,YES
F03399,2025-07-01,39,40,clean,y
F01869,2021-12-18,38,27, ok,No
F03428,2024-03-25,45,2,CLEAN,NO
F04391,2022-07-06,45,38,Clean,n
F00704,2021-01-22,999,7,CLEAN,NO
F00286,2025-04-04,34,10,OK,Yes
F04203,2024-11-17,40,37,OK,yes
F02081,2020-08-27,33,13,clean,yes
F01688,2025-04-21,34,47,dirty,no
F00778,2021-04-15,35,29,needs cleaning,No
F03662,2025-03-26,41,16,OK,n
F03100,2021-12-23,35,11,needs cleaning,YES
F03424,2024-02-21,37,15,Clean,YES
F02052,2025-01-02,45,30,Clean,Yes
F00695,2024-01-27,42,35,dirty,Yes
F03580,2022-03-05,36,3, ok,NO
F03187,2023-09-28,34,60,Dirty ,No
F03899,2024-10-17,37,44,Clean,Yes
F01844,2022-02-26,39,45,Dirty ,YES
F01918,2021-01-09,,5, ok,YES
F04867,2021-04-16,35,52,,yes
F02641,2025-05-26,41,13,,yes
F01647,2024-08-18,42,53,dirty,YES
F00139,2021-04-18,34,60,CLEAN,no
F02264,2025-08-03,,14,Dirty ,YES
F03240,2025-11-16,40,46,,No
F02049,2022-12-14,41,43,clean,No
F01871,2020-11-19,36,18,clean,No
F01008,2024-01-28,36,58,CLEAN,No
F01238,2024-05-18,44,45,Dirty ,y
F02952,2021-01-24,34,50, ok,Yes
F04133,2021-05-26,36,4,Dirty ,No
F04034,2021-12-08,34,27,CLEAN,YES
F00079,2022-04-27,44,11,OK,NO
F09350,2024-11-15,44,40,dirty,yes
F02044,2022-04-22,33,44,Clean,Yes
F00545,2024-04-11,34,59,clean,y
F01966,2021-05-21,42,14,CLEAN,y
F03410,2023-04-15,44,11,needs cleaning,Yes
F02682,2025-06-21,39,13, ok,n
F02205,2025-08-22,40,58,Dirty ,yes
F01666,2022-06-09,33,53,Clean,y
F04702,2021-01-19,37,13,CLEAN,n
F03130,2020-09-10,35,24, ok,yes
F02585,2022-02-11,39,38,clean,YES
F01372,2024-06-02,35,11,OK,YES
F00942,2024-03-01,34,7, ok,n
F02261,2021-10-16,44,0, ok,n
F01183,2023-01-01,42,40,needs cleaning,n
F01753,2025-06-25,36,13, ok,no
F02616,2021-04-28,42,5, ok,Yes
F02189,2025-03-08,42,21,needs cleaning,no
F00880,2024-01-02,43,48,clean,y
F00317,2022-10-17,41,31,clean,n
F01495,2025-10-02,33,43,OK,yes
F00162,2022-09-28,34,54,dirty,YES
F00425,2024-12-11,42,8,CLEAN,Yes
F00442,2024-04-27,44,59,Clean,yes
F04863,2022-05-19,39,6, ok,n
F00675,2022-05-09,41,55,OK,yes
F04710,2022-04-02,38,19,clean,No
F01265,2025-01-09,34,48, ok,NO
F01649,2021-05-16,35,10,clean,YES
F03260,2022-09-03,40,46,clean,y
F04039,2025-05-26,36,13,CLEAN,NO
F01988,2025-12-28,41,1,OK,Yes
F01590,2020-11-16,34,60,clean,yes
F04136,2023-02-08,35,57,,No
F01182,2025-01-05,43,21,CLEAN,NO
F02843,2023-05-10,45,52, ok,NO
F02334,2021-11-20,40,43,Clean,yes
F00674,2020-03-10,39,56,Clean,no
F00142,2021-11-15,35,41,CLEAN,No
F00516,2025-07-10,34,17,,n
F03127,2021-12-09,36,21, ok,YES
F02638,2022-07-18,43,48,Dirty ,no
F02006,2022-11-12,45,45,clean,y
F00814,2022-04-06,36,1, ok,yes
F02520,2020-02-01,34,15, ok,YES
F00573,2023-06-05,39,25,needs cleaning,yes
F03614,2024-05-10,44,28,Dirty ,yes
F00879,2020-06-13,43,57,Dirty ,No
F04243,2024-11-07,37,16,Dirty ,Yes
F04852,2023-06-10,37,39, ok,No
F00661,2024-10-26,42,47, ok,Yes
F03349,2020-04-14,41,60,OK,n
F02476,2022-03-02,45,10,needs cleaning,NO
F01528,2022-07-19,40,52,clean,NO
F04131,2025-04-07,35,53, ok,yes
F02074,2023-09-05,33,17,Clean,NO
F04302,2024-03-01,34,13, ok,No
F03179,2024-09-05,34,55,Clean,NO
F02562,2024-11-07,34,56,CLEAN,No
F00758,2025-03-24,,23,needs cleaning,NO
F00426,2023-06-26,37,10, ok,Yes
F01523,2020-04-05,33,48,CLEAN,yes
F04231,2020-09-24,42,35,OK,Yes
F03956,2023-11-16,34,53, ok,Yes
F01907,2022-08-25,45,7,needs cleaning,No
F03571,2020-11-09,40,11,CLEAN,YES
F04456,2021-10-25,39,46,CLEAN,No
F03510,2022-11-16,40,0,clean,y
F04177,2025-10-21,33,,OK,No
F03705,2025-11-12,36,45,needs cleaning,y
F01350,2025-02-20,44,60,Dirty ,yes
F01767,2023-08-06,37,14,clean,YES
F01121,2024-01-27,35,46, ok,no
F03547,2025-02-18,40,56,CLEAN,no
F02364,2024-11-24,40,22,dirty,Yes
F02118,2025-01-04,36,58,needs cleaning,y
F03055,2022-01-11,40,37,dirty,Yes
F01187,2022-01-18,43,58,Dirty ,Yes
F02183,2020-01-25,36,54,OK,yes
F04234,2020-05-13,35,57,dirty,no
F03929,2020-09-24,41,45,clean,yes
F02466,2025-10-24,42,38,clean,YES
F04459,2025-10-05,43,49,Dirty ,YES
F04800,2021-10-08,45,23,Dirty ,No
F00394,2025-10-11,36,19,Dirty ,y
F00878,2023-04-12,43,22,Dirty ,n
F03507,2021-02-11,40,17,Dirty ,n
F02987,2022-06-11,41,60,needs cleaning,NO
F00448,2020-07-10,36,41,OK,yes
F02503,2020-03-27,41,53, ok,no
F04500,2020-07-09,35,38,CLEAN,yes
F02948,2021-06-01,43,45,Clean,y
F02277,2024-09-26,35,1,clean,y
F01605,2025-06-12,38,35,needs cleaning,No
F01246,2023-06-28,38,7,Clean,NO
F00865,2025-05-20,45,24,dirty,no
F04404,2023-02-11,44,37,needs cleaning,no
F03538,2021-04-16,37,34,needs cleaning,n
F04030,2024-02-21,38,39,Dirty ,No
F04604,2024-10-07,41,5,OK,No
F00328,2025-03-10,33,45,Clean,yes
F00409,2025-07-11,34,22,dirty,Yes
F02725,2021-11-11,42,44,dirty,No
F01704,2020-02-20,39,27,CLEAN,Yes
F04402,2020-02-11,34,32,CLEAN,YES
F02331,2024-12-03,37,33, ok,n
F04470,2024-12-28,34,3, ok,NO
F00466,2025-04-21,,23,needs cleaning,yes
F00270,2024-04-28,34,11,OK,NO
F04310,2023-09-03,42,0,Dirty ,no
F04675,2023-07-20,,46,OK,y
F02323,2025-04-18,44,8,clean,Yes
F01800,2022-01-25,33,22,OK,Yes
F01601,2020-06-16,34,29, ok,y
F04876,2025-11-06,44,2,CLEAN,NO
F04473,2025-11-06,,31,clean,YES
F01266,2024-11-05,39,28,Dirty ,no
F04268,2025-02-25,41,50, ok,Yes
F00672,2022-09-05,34,25, ok,Yes
F00103,2020-02-05,34,45, ok,n
F01482,2024-04-26,35,45,OK,no
F00767,2022-03-11,,47,OK,y
F02317,2021-06-07,,48,CLEAN,Yes
F00764,2020-06-15,43,47,CLEAN,y
F02538,2021-07-22,42,5,Dirty ,y
F00955,2024-10-20,33,-5,Dirty ,no
F00190,2020-06-18,-50,38,clean,YES
F04580,2023-06-05,34,57,CLEAN,No
F04774,2023-07-22,35,59,Clean,YES
F09291,2024-09-08,40,0,clean,YES
F04317,2024-07-24,43,22,clean,yes
F04602,2024-05-15,34,9,,n
F03027,2025-08-21,,39,Clean,NO
F04598,2021-01-21,36,22,OK,yes
F00143,2024-01-09,41,29,needs cleaning,NO
F03197,2023-01-05,42,12,OK,Yes
F03629,2020-07-25,33,46,CLEAN,No
F01659,2024-07-05,,34,Dirty ,yes
F04284,2025-12-12,41,26,needs cleaning,y
F02032,2022-11-17,42,42,OK,No
F01661,2022-06-10,44,2,OK,y
F02262,2024-12-07,44,9,CLEAN,yes
F02272,2022-02-04,40,59,Dirty ,No
F01550,2025-05-20,34,38,Clean,yes
F03169,2022-01-10,41,19,Clean,n
F00155,2022-01-23,-50,41,Dirty ,n
F02432,2020-08-07,40,35,clean,yes
F03269,2023-05-13,40,56,CLEAN,YES
F03909,2023-02-15,-50,16,OK,No
F03213,2021-09-10,,19, ok,Yes
F00762,2022-10-11,44,46, ok,n
F03749,2025-03-14,45,14, ok,no
F01531,2020-11-17,33,31,dirty,YES
F04505,2025-02-07,34,40,clean,YES
F01468,2025-10-03,34,48, ok,YES
F01687,2022-05-06,33,52,OK,yes
F02387,2022-02-20,43,24,Dirty ,Yes
F02084,2025-12-24,35,27,Dirty ,yes
F00986,2022-03-22,41,40, ok,YES
F03865,2023-01-27,37,20, ok,Yes
F04385,2022-07-02,37,15,OK,no
F03637,2025-05-13,36,42,Dirty ,No
F00014,2025-12-25,39,38,Dirty ,n
F02669,2022-06-07,44,2, ok,Yes
F03930,2023-05-23,42,48,,y
F03293,2022-07-19,34,56,Dirty ,NO
F03333,2024-11-21,34,10,clean,No
F04513,2020-04-25,45,41,Dirty ,YES
F03630,2024-01-16,41,51,Dirty ,NO
F01622,2020-06-17,44,28,,NO
F04805,2023-01-11,42,16,needs cleaning,Yes
F01466,2022-02-04,43,18,CLEAN,Yes
F09161,2024-03-24,41,24, ok,NO
F03550,2021-08-02,34,38,needs cleaning,yes
F01890,2020-11-17,42,1, ok,no
F04833,2024-10-19,40,27,clean,No
F01928,2025-10-24,44,27,CLEAN,no
F04457,2024-10-05,40,39,OK,no
F01247,2024-08-01,35,51,OK,yes
F02767,2020-08-21,39,21,dirty,y
F02835,2022-09-15,999,23,Clean,NO
F03039,2024-06-12,39,52,CLEAN,No
F02132,2024-01-06,35,38,needs cleaning,NO
F04864,2024-06-14,40,27,Dirty ,NO
F02062,2023-04-02,38,6,CLEAN,No
F00071,2024-01-22,39,-5,Clean,no
F04128,2024-02-13,43,16,Dirty ,yes
F02825,2023-03-16,34,38,CLEAN,Yes
F04154,2025-02-19,45,52,dirty,Yes
F01128,2025-10-04,38,19,OK,YES
F04242,2021-04-03,35,46,Dirty ,yes
F01269,2023-09-05,41,59,OK,no
F03720,2021-08-27,43,21,OK,YES
F04802,2022-07-26,43,32,needs cleaning,no
F03939,2021-03-21,44,60,Dirty ,y
F04303,2025-10-26,39,59, ok,Yes
F03677,2020-05-19,39,29,needs cleaning,no
F03708,2023-04-05,39,,needs cleaning,y
F04814,2020-11-23,37,4,,No
F04772,2023-02-08,45,10,OK,no
F01492,2024-07-26,37,44,clean,Yes
F03943,2021-09-13,,1,OK,y
F00065,2025-03-10,36,26, ok,No
F02981,2023-04-23,39,43,needs cleaning,no
F00501,2020-09-27,43,47,CLEAN,y
F03118,2022-09-09,33,58,clean,YES
F01345,2023-07-02,-50,10,Dirty ,Yes
F09459,2025-12-07,39,0,dirty,Yes
