m_id,nbhd,artst,med,sz,yr,dt
M00799,Williamsburg,KAWS,Aerosol,999999,2016,20160603
M03731,Long Island City,,Acrylic,"1,190",2005,20050220
M03053,LIC,banksy,wheatpaste,"7,861",2011,20110317
M02651,SoHo,Futura,Aerosol,"2,420",2005,20050301
M02578,SoHo,os gemeos,Wheatpaste,"6,959",2005,20050515
M00253,bushwick,futura,Spray Paint,"4,380",2018,20180323
M02417,chelsea ,Os Gemeos,acrylic,"2,101",2014,20140319
M01901,lower east side,shepard fairey,spray paint,"5,723",2007,20070716
M00822,williamsburg,cost,Mosaic,"4,621",2007,20070621
M04702,the bronx,Banksy,wheatpaste,"4,624",2021,20211117
M01782,Harlem, BANKSY ,mosaic,"1,269",2011,20111101
M03459,Bushwick, BANKSY ,acrylic,"1,613",2008,20080813
M00729,Long Island City,os gemeos,Aerosol,322,2016,20161222
M01088,lower east side,shepard fairey,spraypaint,"5,878",2016,20160228
M00738,Williamsburg,,Mosaic,"5,488",2006,20060201
M00887,lower east side, BANKSY ,aerosol,"4,118",2023,20230607
M00634,bushwick,banksy,Mosaic,"5,918",2007,20070314
M01395,lower east side,Shepard Fairey,aerosol,"3,551",2008,20080728
M00337,chelsea ,Faith47,acrylic,367,2015,20151120
M00376,LES,KAWS,wheatpaste,165,2007,20071227
M01386,BUSHWICK,jane q. public,aerosol,"7,712",2022,20220407
M02489,Bushwick,Banksy,Mosaic,"5,077",2010,20100503
M02485,lower east side,futura,spray paint,58,2019,20190119
M01814,lower east side,jane q. public,Aerosol,,2017,20170912
M04089,BUSHWICK,os gemeos,wheatpaste,"4,336",2010,20100301
M03966,harlem,Jane Q. Public,Acrylic,"5,866",2008,20081127
M04894,Williamsburg,,spray paint,"7,991",2023,20230325
M04426,Bushwick,futura,Aerosol,"4,367",2015,20150218
M01022,the bronx,Lady Pink,Aerosol,440,2020,20200524
M03228,bushwick,faith47,acrylic,"4,775",2014,20140309
M03268,Long Island City,COST,aerosol,"1,323",2021,20210107
M03089,BUSHWICK,lady pink,Wheatpaste,,2011,20111125
M00682,SoHo,Lady Pink,aerosol,"1,632",2016,20160410
M01535, Bushwick ,Lady Pink,Spray Paint,"4,026",2007,20070513
M03418,Bushwick,futura,Aerosol,999999,2020,20200514
M01815,BUSHWICK,COST,spraypaint,"5,628",2007,20070419
M02693,lower east side,futura,mosaic,"1,481",2016,20160522
M01063, Bushwick ,Banksy,spraypaint,"1,905",2015,20150509
M02405,astoria,banksy,wheatpaste,"3,380",2021,20210916
M03097,williamsburg,jane q. public,Mosaic,"2,213",2022,20220606
M00661,Bushwick,Shepard Fairey,spray paint,"3,806",2015,20151101
M01394,Bronx,jane q. public,spray paint,"4,492",2015,20151025
M02003,LIC,Jane Q. Public,spray paint,"2,304",2018,20180406
M04477, Bushwick ,,Mosaic,"6,060",2013,20130825
M03891,LIC,shepard fairey,acrylic,"2,761",2019,20190728
M02465,soho, BANKSY ,Mosaic,"5,964",2016,20160804
M02966,Williamsburg,banksy,acrylic,,2009,20090124
M03675,Lower East Side,jane q. public,Spray Paint,"4,154",2012,20120119
M04042,astoria,Lady Pink,Aerosol,"3,968",2017,20170905
M03022,Lower East Side,KAWS,spray paint,"5,820",2015,20150119
M04087,BUSHWICK,faith47,mosaic,"7,455",2021,20210212
M04678,chelsea ,Banksy,Spray Paint,196,2014,20140628
M04808,Long Island City,Faith47,acrylic,"3,140",2013,20131122
M01275,LES,os gemeos,Aerosol,"7,986",2099,20180302
M04031,harlem,shepard fairey,wheatpaste,"2,833",2013,20131021
M01725,harlem,Banksy,Acrylic,342,2022,20220419
M01997,lower east side,lady pink,mosaic,"3,010",2013,20130115
M04192,harlem,banksy,spraypaint,"7,647",2021,20210118
M02589,Williamsburg,COST,spray paint,"6,718",2022,20220301
M01667,LIC,futura,wheatpaste,"7,061",2009,20091111
M03245,the bronx,shepard fairey,Aerosol,"1,373",2016,20161101
M01398,chelsea ,banksy,Acrylic,"7,716",2023,20230825
M04840,lower east side,lady pink,Aerosol,"3,858",2023,20230112
M03638,williamsburg,Faith47,Aerosol,"5,183",2007,20070818
M04415,harlem,Jane Q. Public,wheatpaste,"6,119",2020,20201016
M02719,Bronx,lady pink,Wheatpaste,"2,532",2019,20191021
M00140,Bronx,Banksy,spraypaint,"4,741",2016,20160404
M02226,SoHo,Futura,aerosol,"4,541",2019,20190604
M04063, Bushwick ,shepard fairey,spray paint,"7,421",2005,20050727
M04596,Chelsea,COST,acrylic,"2,194",2016,20161220
M01890,chelsea ,Jane Q. Public,acrylic,"7,311",2022,20220314
M04099,soho,Faith47,Wheatpaste,"7,822",2017,20171116
M02890,chelsea ,,Aerosol,"6,098",2099,20181103
M04624,soho,shepard fairey,spray paint,"4,844",2016,20160919
M01566,BUSHWICK,COST,spray paint,"6,255",2010,20100321
M00213,SoHo,Banksy,Spray Paint,402,2017,20170704
M00489,Bronx,Banksy,Aerosol,543,2023,20230526
M04382,soho,Shepard Fairey,wheatpaste,"4,728",2017,20170826
M00413,Chelsea,faith47,Spray Paint,"6,050",2005,20051008
M04842,Harlem,Shepard Fairey,acrylic,,2017,20171003
M02784,BUSHWICK,jane q. public,Acrylic,"1,301",2010,20101208
M00160,Bushwick,Os Gemeos,aerosol,"6,385",2009,20091023
M00896,soho,os gemeos,wheatpaste,"3,400",2022,20220225
M00875,LES,os gemeos,aerosol,"7,072",2014,20140904
M01758,Bushwick,banksy,acrylic,330,2017,20170707
M00395,Williamsburg,futura,wheatpaste,"3,916",2005,20050204
M00668,the bronx,Os Gemeos,Wheatpaste,"5,554",2006,20060709
M00203,astoria,Banksy,Aerosol,"1,303",2009,20090203
M04440,LIC,Os Gemeos,mosaic,"7,629",2008,20080928
M04084,Bushwick,kaws,Wheatpaste,"6,183",,20061128
M04318,bushwick,,Spray Paint,"6,475",2008,20080121
M00191,Williamsburg,Jane Q. Public,Aerosol,"1,852",2005,20051024
M03865,Bronx,kaws,Wheatpaste,"1,561",2015,20150919
M03305,the bronx,Os Gemeos,Aerosol,"2,183",2019,20190201
M00894,soho,Faith47,Spray Paint,"6,629",2011,20110410
M02234, Bushwick ,COST,Mosaic,"5,575",2018,20180419
M01304,chelsea , BANKSY ,Acrylic,"1,936",2014,20140928
M00651,BUSHWICK,kaws,acrylic,"1,512",2013,20131227
M02277,Lower East Side,jane q. public,Spray Paint,"7,479",2005,20050909
M04600,SoHo,cost,wheatpaste,"5,466",2007,20070414
M00601,astoria,Shepard Fairey,mosaic,"5,538",2022,20220317
M04096, Bushwick ,jane q. public,Spray Paint,"3,703",2011,20110102
M02359,Long Island City,jane q. public,aerosol,"5,232",2008,20081112
M04784,Chelsea,Lady Pink,spraypaint,152,2021,20210115
M03020,Williamsburg,Shepard Fairey,Spray Paint,"1,846",2010,20100625
M03814,soho,Jane Q. Public,spraypaint,"6,520",2012,20121226
M03193,SoHo,Shepard Fairey,Mosaic,72,2007,20070815
M03828,harlem,shepard fairey,Spray Paint,"6,834",2018,20180823
M03521,the bronx,,acrylic,"5,496",2020,20201016
M03574,williamsburg,kaws,Spray Paint,"3,839",2013,20130922
M03824,Harlem,COST,spraypaint,"2,554",2020,20201114
M04742,Astoria,lady pink,spraypaint,"5,194",2010,20100903
M03972,astoria,,spray paint,173,2018,20180205
M01240,bushwick,Jane Q. Public,aerosol,615,,20220224
M04519,LES,Faith47,acrylic,"3,192",2014,20140604
M00029,Williamsburg,,Mosaic,656,2009,20091018
M01583,Bushwick,cost,aerosol,"6,260",2007,20070709
M04219,Williamsburg,faith47,Spray Paint,"5,324",2015,20150821
M00548,the bronx,Os Gemeos,mosaic,,2018,20180823
M02880,LES,faith47,acrylic,"3,030",2012,20120401
M00121,BUSHWICK,os gemeos,spraypaint,"2,570",2011,20110408
M00109,Astoria,,spray paint,"1,098",2012,20120603
M03369,Lower East Side,Faith47,Mosaic,"4,393",2022,20220726
M00972,LES,Futura,acrylic,"3,093",2008,20080113
M04082,astoria,cost,Wheatpaste,"5,741",2018,20180612
M02044,bushwick,COST,Acrylic,"5,369",2008,20080926
M02952,Bushwick,kaws,acrylic,"3,690",,20111020
M03765,williamsburg,KAWS,Acrylic,"6,192",2009,20091206
M02684,bushwick,shepard fairey,aerosol,"3,327",2017,20170219
M03978,LIC,banksy,Acrylic,"4,109",2007,20070311
M02113,Chelsea,banksy,Aerosol,"6,196",,20110317
M01391,the bronx,Shepard Fairey,Wheatpaste,"5,627",,20080315
M02401, Bushwick ,Shepard Fairey,Mosaic,"4,821",2016,20160526
M02106,williamsburg,os gemeos,Aerosol,"7,489",2005,20050424
M03513,astoria,faith47,spray paint,"5,569",2023,20230404
M02448,bushwick, BANKSY ,Mosaic,"5,893",2010,20100111
M04178,LES,Lady Pink,Spray Paint,"2,491",2007,20070209
M01563,LIC,,spray paint,414,2007,20070819
M01246,lower east side, BANKSY ,wheatpaste,209,2017,20170605
M00187,SoHo,lady pink,spray paint,"5,337",2019,20191227
M02837,bushwick,,wheatpaste,"3,704",2014,20140416
M04797, Bushwick , BANKSY ,acrylic,"6,635",2023,20230310
M04543,soho,KAWS,aerosol,"7,173",2019,20191007
M01810, Bushwick ,KAWS,Acrylic,500,2019,20190701
M03288,astoria,Os Gemeos,spraypaint,"5,627",2020,20200115
M00981,SoHo,Banksy,aerosol,"3,879",2007,20070412
M02657,Astoria,banksy,Acrylic,"2,647",2005,20050209
M00608,Williamsburg,faith47,wheatpaste,"7,865",2005,20051015
M02035,Bushwick,COST,wheatpaste,"7,409",2019,20190716
M04726,Bushwick,Jane Q. Public,Aerosol,434,2005,20051001
M03366,bushwick,COST,Wheatpaste,"3,766",2021,20210218
M03504,Long Island City,Os Gemeos,wheatpaste,225,2015,20150118
M03515,soho,Lady Pink,mosaic,"6,404",2012,20120802
M04579,soho,banksy,Aerosol,"6,250",2023,20230101
M01216,BUSHWICK,futura,Acrylic,"7,997",2005,20050216
M00747,Lower East Side,cost,Mosaic,"3,154",2005,20050428
M04700,the bronx,Lady Pink,Aerosol,"3,714",2008,20080916
M03046,Harlem,kaws,acrylic,"7,706",2009,20090216
M04658,LES,os gemeos,Mosaic,"5,752",2005,20050417
M03102,Long Island City,lady pink,Spray Paint,"1,749",2005,20050626
M00245,LES,Lady Pink,acrylic,"5,496",2010,20101201
M03924,chelsea ,jane q. public,Mosaic,"6,591",2014,20140925
M03256,bushwick,Faith47,Aerosol,"4,958",2009,20090417
M00341,the bronx,lady pink,mosaic,"6,774",2021,20210110
M02902,SoHo,KAWS,acrylic,"1,497",2010,20100525
M02322,Lower East Side,futura,Acrylic,"5,802",2009,20091115
M01486,Astoria,Lady Pink,aerosol,"7,380",2012,20121021
M01506,harlem,Shepard Fairey,mosaic,"1,246",2010,20100424
M03857,BUSHWICK,Jane Q. Public,Aerosol,"3,878",2013,20131225
M03362,Long Island City,faith47,Acrylic,"5,958",2018,20181112
M04142,the bronx,,Wheatpaste,740,2016,20161114
M01776, Bushwick ,Futura,wheatpaste,,2012,20120715
M04354,Harlem,Shepard Fairey,acrylic,919,2017,20171203
M03460,LIC,shepard fairey,Wheatpaste,968,2009,20090222
M01101,chelsea ,jane q. public,acrylic,"5,850",2018,20180112
M01166,soho,Lady Pink,acrylic,"5,163",2020,20200820
M00418,Chelsea,Lady Pink,Acrylic,"5,980",2017,20170419
M00744,LIC,os gemeos,Acrylic,"6,317",2013,20131104
M02495,BUSHWICK,Banksy,spraypaint,"3,663",2018,20180520
M01281,Harlem,kaws,Aerosol,"5,927",2018,20181118
M01900,harlem,shepard fairey,Aerosol,"3,053",2021,20210418
M02731,Harlem,Futura,aerosol,"7,436",2006,20060617
M01090,williamsburg,Lady Pink,Spray Paint,"4,407",2012,20120312
M04021,bushwick,shepard fairey,spraypaint,"5,843",2016,20160508
M03402,bushwick,KAWS,Aerosol,"5,475",2006,20060511
M01532,Bushwick,Futura,spraypaint,"1,519",2007,20070123
M04062,soho,COST,wheatpaste,578,2018,20180301
M00037,soho,Banksy,Aerosol,"5,487",2010,20100927
M03005,Bushwick,os gemeos,spraypaint,"4,344",2099,20180116
M00018,Chelsea,lady pink,aerosol,483,2008,20080208
M00862, Bushwick ,cost,spray paint,"2,113",2014,20140912
M04156,the bronx,faith47,spray paint,296,2023,20231218
M03987,astoria,Os Gemeos,mosaic,"1,867",2007,20070407
M02518,Lower East Side,shepard fairey,spray paint,"2,572",2012,20120120
M02078,Bronx, BANKSY ,mosaic,"5,539",2023,20230702
M04875,Astoria, BANKSY ,mosaic,"7,774",2010,20100503
M00502,lower east side,banksy,Wheatpaste,"2,092",2005,20051101
M00996,LIC,Faith47,Wheatpaste,"1,427",2011,20111208
M03847,lower east side,Banksy,Spray Paint,"5,782",2022,20220401
M01779,Bronx,KAWS,Mosaic,"4,478",2015,20150228
M01396,harlem,Lady Pink,spraypaint,166,2005,20051127
M02076,soho,banksy,aerosol,"3,456",2017,20171203
M03585,harlem,faith47,Acrylic,"3,095",2005,20051002
M04369,Chelsea,jane q. public,Acrylic,830,2021,20210916
M04011,Bushwick,kaws,spray paint,"3,254",2008,20080506
M04091,SoHo,banksy,spraypaint,"2,423",,20170107
M01689, Bushwick ,,Aerosol,"7,932",2017,20170414
M04505,harlem,Os Gemeos,mosaic,,2016,20160302
M04833,williamsburg,,Mosaic,"4,315",2023,20231004
M04552,BUSHWICK,Banksy,wheatpaste,"1,862",2018,20180705
M02944,harlem, BANKSY ,acrylic,"3,332",2005,20050109
M02440,Astoria,Lady Pink,spraypaint,"3,944",2007,20071001
M01579,harlem,os gemeos,Wheatpaste,"3,945",2006,20060518
M01484,bushwick,Futura,wheatpaste,"7,967",2012,20121217
M04719,SoHo,KAWS,Spray Paint,"2,790",2011,20110710
M02533, Bushwick ,cost,aerosol,"6,998",2005,20050723
M01657,SoHo,kaws,Acrylic,"3,072",,20070424
M00428,Chelsea,os gemeos,acrylic,"4,530",2007,20071205
M03179,SoHo, BANKSY ,Mosaic,,2010,20101024
M04004,SoHo,futura,Aerosol,"6,567",2017,20170813
M00923,lower east side,os gemeos,wheatpaste,"1,519",2015,20150410
M01959,LES,os gemeos,aerosol,"3,717",2009,20090701
M01256,Chelsea,cost,Acrylic,"3,131",2014,20141125
M04750,soho, BANKSY ,wheatpaste,"7,310",2014,20140819
M02065,bushwick,os gemeos,Mosaic,"5,730",2005,20050416
M00443,Harlem,Jane Q. Public,aerosol,"4,065",2010,20100109
M00499,Lower East Side,futura,Mosaic,"5,738",2014,20141115
M00273,SoHo, BANKSY ,mosaic,"5,847",2015,20150423
M01176,harlem,Faith47,spraypaint,529,2008,20080820
M02804,Harlem,Futura,Acrylic,"4,578",2006,20060112
M00922,harlem,banksy,spray paint,793,2012,20120919
M04859,Williamsburg,Shepard Fairey,spraypaint,"3,823",2010,20101020
M04500,the bronx,jane q. public,Mosaic,,2017,20171106
M00753,Williamsburg,Shepard Fairey,Aerosol,"7,133",2014,20140315
M00752,lower east side,lady pink,Acrylic,"2,893",2017,20170523
M00369,Astoria,lady pink,mosaic,84,2005,20050113
M01897,Long Island City,Jane Q. Public,Aerosol,"6,369",2019,20190118
M01772,the bronx,cost,wheatpaste,306,2023,20230102
M04366,williamsburg,Os Gemeos,Acrylic,"6,977",,20220224
M01407,Williamsburg,Futura,Wheatpaste,"4,902",2009,20090506
M00770,SoHo,,spraypaint,"3,231",2022,20220716
M04613,Bushwick,Lady Pink,aerosol,694,2016,20160907
M02699,Harlem,Jane Q. Public,wheatpaste,546,2016,20160724
M01103,bushwick,futura,acrylic,"6,012",2013,20130608
M04423,Long Island City,shepard fairey,wheatpaste,"6,862",2007,20070826
M04151,chelsea ,cost,Mosaic,"3,484",2016,20161003
M01477,chelsea ,lady pink,Mosaic,423,2015,20150327
M02217,bushwick,Futura,Spray Paint,"7,374",2011,20111012
M02425,Long Island City,os gemeos,spray paint,402,2023,20230822
M00515,the bronx,COST,Acrylic,"2,889",2022,20220904
M00124,soho,jane q. public,acrylic,"1,999",2020,20201119
M00510,Lower East Side,lady pink,Mosaic,"6,739",2008,20080403
M00577,Astoria,faith47,aerosol,"6,557",2014,20141118
M04395, Bushwick ,jane q. public,aerosol,999999,2013,20131221
M04212,Long Island City,futura,Mosaic,"6,948",2021,20210314
M01006,Williamsburg,Banksy,Wheatpaste,780,2009,20090315
M01655,BUSHWICK,jane q. public,acrylic,923,2005,20050514
M01129,Chelsea,kaws,wheatpaste,"2,392",2006,20060210
M04296,BUSHWICK,,acrylic,"5,989",2005,20050720
M01756,chelsea ,cost,Aerosol,"7,839",2023,20230324
M04413,Williamsburg,jane q. public,spraypaint,"5,903",2020,20201115
M04015,harlem,faith47,spray paint,"6,740",2006,20060521
M01965,SoHo, BANKSY ,Acrylic,,2012,20120826
M02680,LIC,KAWS,aerosol,"5,820",2012,20120326
M03048,Williamsburg,Lady Pink,Spray Paint,"2,602",2009,20091115
M03377,the bronx,os gemeos,aerosol,"2,095",2020,20200303
M02521,williamsburg,KAWS,spray paint,"3,278",2011,20110503
M02999,astoria,lady pink,spraypaint,"5,159",2013,20131115
M01549,the bronx,os gemeos,Mosaic,"7,262",2016,20160411
M00360,williamsburg,lady pink,spraypaint,"4,151",2019,20191109
M02414,williamsburg,,Wheatpaste,"7,993",2022,20220913
M02702,bushwick,lady pink,Aerosol,"5,892",2005,20050321
M01241,Chelsea,kaws,Aerosol,"2,805",,20130420
M03929,harlem,Shepard Fairey,Mosaic,"7,435",2009,20090701
M00188,Bushwick,faith47,Aerosol,636,2023,20230807
M02467,Bronx,lady pink,aerosol,"5,936",2016,20160711
M03455,Chelsea,Os Gemeos,Mosaic,"3,845",2021,20210920
M00202,soho, BANKSY ,wheatpaste,"1,908",2017,20171113
M02858,the bronx,Shepard Fairey,Aerosol,"2,250",2017,20170914
M00900,BUSHWICK,,Spray Paint,"1,307",2014,20140820
M02808,Harlem,os gemeos,acrylic,"5,346",2017,20170407
M03906,lower east side,kaws,spray paint,"6,468",1776,20180604
M04524, Bushwick ,kaws,mosaic,"6,945",2012,20120621
M04193,Long Island City,COST,acrylic,"4,768",2005,20051126
M00196,harlem,jane q. public,wheatpaste,"5,117",2016,20160613
M01826,soho,Lady Pink,acrylic,"1,813",2015,20150125
M04636,the bronx,,Wheatpaste,,2012,20121212
M04019,williamsburg,faith47,Spray Paint,"5,862",2012,20120526
M02316,Long Island City,KAWS,spraypaint,"3,580",2014,20140226
M00683,LIC,os gemeos,Mosaic,"1,502",2010,20100127
M03424,Chelsea,Faith47,Mosaic,"3,636",2015,20150219
M00214,LES,shepard fairey,spraypaint,"5,673",2019,20191119
M00280,bushwick,futura,wheatpaste,"3,066",2006,20060427
M02735,Chelsea,kaws,Mosaic,"2,792",2008,20081008
M01284,Harlem,Shepard Fairey,Aerosol,803,2015,20150417
M01210,LES,Os Gemeos,mosaic,"4,549",2010,20100616
M02755,Williamsburg,COST,acrylic,"6,914",2020,20200303
M04533,the bronx,Banksy,spraypaint,"7,194",2008,20081018
M02507,BUSHWICK,faith47,Mosaic,432,2008,20080227
M02882,harlem,Lady Pink,Acrylic,127,2013,20130311
M04157,soho,Jane Q. Public,aerosol,239,2011,20110411
M02842,LES,Futura,Aerosol,"5,258",2006,20060618
M03030, Bushwick ,shepard fairey,spraypaint,713,,20091027
M01305,bushwick,faith47,Aerosol,"5,429",2017,20170703
M03127,harlem, BANKSY ,Acrylic,"2,004",2006,20060512
M00594,Bushwick,kaws,aerosol,"2,348",2018,20180727
M01327,SoHo,kaws,spray paint,"2,898",2019,20191204
M03055,Astoria,Futura,acrylic,"1,970",2012,20120816
M04576,LIC,kaws,wheatpaste,"1,581",2099,20181003
M04363,harlem,shepard fairey,Wheatpaste,680,,20071126
M02255,Lower East Side,KAWS,Aerosol,"1,950",2013,20130424
M01988,Astoria,kaws,spraypaint,"7,562",,20110902
M02352,Harlem,Lady Pink,mosaic,601,2013,20131025
M02206,Bronx,shepard fairey,mosaic,"5,574",2010,20101202
M03422,williamsburg,banksy,Wheatpaste,148,2020,20200410
M01467,LIC,kaws,Aerosol,"2,634",2006,20060126
M00123,soho,jane q. public,wheatpaste,"7,434",2019,20191208
M04512,BUSHWICK,Jane Q. Public,Aerosol,"1,484",1776,20180501
M02194,BUSHWICK,futura,mosaic,"4,078",2016,20160608
M01212,Harlem,cost,Aerosol,"6,593",2009,20090508
M01307,Harlem,Banksy,acrylic,711,2010,20100221
M03702,astoria,cost,mosaic,"6,577",2009,20091128
M00168,williamsburg,cost,acrylic,"4,423",2006,20060302
M04450,astoria,futura,spray paint,"5,743",2020,20200515
M00355,the bronx,jane q. public,Acrylic,"1,257",,20120505
M00279,LIC,futura,Spray Paint,711,2008,20080822
M03115,chelsea ,futura,Acrylic,"1,258",2016,20160318
M01817,Chelsea,Os Gemeos,wheatpaste,"6,321",2010,20101223
M02720,Harlem,Banksy,wheatpaste,"2,328",2018,20181022
M00967,williamsburg,Shepard Fairey,spray paint,,2005,20050913
M02575,Bronx,KAWS,mosaic,"3,681",2010,20100520
M00067,Bushwick,kaws,wheatpaste,"7,326",2015,20150422
M03114,astoria,Lady Pink,acrylic,"2,100",2016,20160928
M04266,Williamsburg,Os Gemeos,Mosaic,"1,219",2017,20170308
M00390,LES,Jane Q. Public,Spray Paint,"2,168",2022,20220601
M02985,SoHo,futura,Aerosol,"1,117",2013,20130816
M01909,SoHo,Lady Pink,Wheatpaste,"7,268",2013,20130721
M03778,Astoria,KAWS,aerosol,"2,131",2008,20080302
M00186,the bronx,Jane Q. Public,Acrylic,"1,886",2009,20090914
M04542,astoria,kaws,spraypaint,"4,096",2017,20170718
M00296,Lower East Side,futura,Wheatpaste,"4,639",2014,20140211
M01123,Bushwick,os gemeos,acrylic,"1,307",2023,20230317
M04459,Chelsea, BANKSY ,Mosaic,"6,961",2006,20060917
M01832,SoHo,jane q. public,Mosaic,"1,226",2023,20230620
M04662,Williamsburg,Jane Q. Public,Acrylic,"3,991",2021,20210602
M04769,BUSHWICK,Os Gemeos,wheatpaste,"3,319",2010,20100419
M02158,Williamsburg,jane q. public,Spray Paint,"3,978",2017,20170101
M01733,Williamsburg,COST,mosaic,"4,732",2010,20101002
M02717,BUSHWICK,lady pink,wheatpaste,"6,813",2011,20110519
M03939,Bushwick,jane q. public,mosaic,-50,2013,20130104
M04557, Bushwick ,Shepard Fairey,spray paint,"6,372",2008,20080302
M00020,Bushwick,Lady Pink,Mosaic,"6,992",2018,20180702
M02409,lower east side,cost,spray paint,"6,493",2023,20230701
M01387,astoria,,Spray Paint,"5,896",2011,20110215
M01989,the bronx,faith47,acrylic,"3,469",2015,20150709
M02947,williamsburg,Os Gemeos,Spray Paint,"7,091",2019,20190605
M03239,astoria,COST,Acrylic,"5,611",2022,20220328
M02937,the bronx,Futura,Spray Paint,"6,082",2013,20130615
M02540,Lower East Side,Lady Pink,mosaic,"7,170",2016,20160211
M02939,chelsea ,KAWS,Aerosol,96,2005,20051218
M04003,astoria,Banksy,wheatpaste,"6,979",2008,20081022
M02460,lower east side,cost,mosaic,"2,933",2006,20061119
