m_id,insp_dt,cond,rtg,graf,fade
M03481,2024-10-06,good,4,y,65
M03541,2019-04-15,Poor ,4,NO,41
M04724,2019-10-28,Good,4,NO,12
M04142,2021-03-06,GOOD,3,y,14
M02301,2021-02-22,Poor ,1,YES,26
M02074,2023-08-20,Poor ,4,No,92
M00263,2024-07-27,Good,1,yes,68
M02381,2024-06-25,Fair,2,n,88
M00099,2021-11-03,Fair,4,no,12
M01564,2022-07-10,Poor ,1,No,26
M03526,2020-09-12,fair,2,Yes,25
M03726,2023-07-01,,5,n,94
M03247,2020-05-28,GOOD,3,No,39
M01384,2022-07-19,GOOD,1,no,24
M04632,2022-01-13,Excellent,4,YES,80
M01424,2024-09-23,Excellent,2,n,86
M04318,2023-02-26,Poor ,3,n,81
M04695,2021-05-04,Poor ,4,No,3
M02374,2024-09-16,Poor ,4,y,93
M04427,2021-06-06, excellent,1,yes,35
M04850,2023-08-10,Excellent,3,n,54
M02237,2023-07-21,Excellent,3,NO,49
M00260,2024-06-03, excellent,3,NO,
M03047,2021-04-15,good,1,Yes,67
M02739,2023-12-18,poor,5,n,19
M02204,2022-08-17,Fair,3,YES,57
M02728,2020-11-10,Excellent,5,y,97
M04598,2022-12-24,Fair,3,y,46
M02963,2021-08-21,good,3,No,82
M02602,2019-07-27,poor,4,YES,13
M02940,2020-04-22,Poor ,,no,59
M04370,2022-11-01,fair,2,y,15
M02206,2023-08-17,Good,3,Yes,47
M01970,2022-06-20,GOOD,2,NO,95
M00958,2019-09-10,good,3,no,53
M04645,2019-10-01,fair,5,y,21
M02711,2022-02-17,Good,5,n,58
M03995,2024-10-01,Poor ,2,yes,73
M03400,2019-06-06,Poor ,1,no,5
M04127,2024-01-06,Poor ,1,YES,22
M04871,2024-09-02,Good,3,NO,7
M02529,2021-10-01,fair,5,No,6
M02678,2021-04-03,Excellent,1,Yes,93
M01397,2020-04-21,Excellent,4,no,66
M03436,2019-02-16, excellent,5,n,63
M03891,2020-05-28,fair,1,No,2
M04846,2023-01-09,Good,5,No,70
M02970,2023-06-19,poor,2,no,6
M03115,2020-06-22, excellent,5,No,25
M02958,2020-04-16,poor,2,n,97
M00716,2023-05-02, excellent,1,No,48
M01902,2024-05-11,Excellent,1,Yes,43
M02455,2024-05-01,GOOD,4,NO,87
M03348,2022-09-03,GOOD,3,no,82
M03954,2023-12-21,poor,3,No,99
M03796,2023-01-11,good,5,No,28
M01084,2021-05-17,fair,5,NO,63
M04136,2021-05-17,Excellent,5,No,83
M03086,2024-11-20,poor,3,NO,17
M02884,2024-11-03,fair,,yes,81
M01378,2024-12-10, excellent,4,NO,24
M00528,2020-10-05,Fair,4,No,78
M03514,2019-11-26, excellent,2,n,35
M01560,2023-04-21,Excellent,5,Yes,53
M03074,2021-09-02,Excellent,1,no,55
M00773,2021-02-07, excellent,3,No,38
M01381,2021-09-10,Good,1,YES,
M02080,2019-01-25,GOOD,0,No,24
M03297,2019-05-08,poor,4,NO,28
M00525,2021-05-23, excellent,4,No,44
M02656,2020-09-19,Excellent,1,No,20
M00041,2024-11-19, excellent,3,NO,57
M00379,2024-10-10,good,5,YES,63
M01330,2023-10-17,good,2,no,1
M03397,2023-12-24,Poor ,3,yes,2
M00517,2021-05-12,Fair,2,no,70
M02804,2023-05-05,Fair,4,n,1
M09808,2019-03-20,GOOD,2,NO,24
M02843,2023-02-28,Fair,4,y,92
M00245,2020-02-26,good,4,No,55
M00487,2020-01-10,Excellent,1,no,83
M00698,2024-08-20,Excellent,3,Yes,62
M02401,2023-11-06,Excellent,3,Yes,13
M04282,2023-07-28,Good,5,NO,2
M01444,2022-04-18,fair,2,n,5
M03454,2021-10-14,good,3,y,98
M04379,2023-05-18,GOOD,4,NO,76
M00391,2021-04-13,Excellent,3,Yes,85
M04869,2024-09-15,Excellent,4,No,80
M03431,2019-08-10,Fair,2,YES,60
M02935,2019-10-13,Fair,3,No,77
M04889,2023-09-25,,2,n,13
M01805,2022-03-02, excellent,5,Yes,89
M01383,2021-05-03,Good,2,Yes,76
M01691,2023-01-21,fair,2,n,
M00230,2024-08-04,Excellent,3,n,4
M04145,2021-02-25,Fair,5,No,96
M00589,2021-06-22,fair,3,y,18
M02439,2024-01-11,Excellent,0,n,50
M03940,2020-07-03,fair,2,y,31
M04122,2021-08-26,fair,4,No,25
M04175,2019-04-28,fair,1,Yes,21
M04874,2023-01-12,fair,5,n,17
M00573,2023-02-09,Good,2,n,3
M03703,2019-03-25,good,1,y,34
M00864,2024-10-07,Poor ,0,no,
M04819,2020-08-19,Excellent,1,yes,0
M04316,2023-07-19,Fair,1,YES,4
M03415,2019-07-03, excellent,5,Yes,82
M04697,2021-01-06,Good,2,NO,78
M04167,2023-08-27,Fair,5,n,-10
M01613,2019-02-22, excellent,4,n,14
M00016,2019-02-19, excellent,2,Yes,89
M00843,2020-09-17, excellent,3,y,69
M02280,2019-01-25,GOOD,5,YES,1
M04487,2023-02-11,GOOD,3,yes,77
M02948,2019-12-10,Fair,5,y,87
M03220,2020-04-16, excellent,2,NO,28
M04413,2019-09-01, excellent,2,yes,82
M01725,2023-07-22,GOOD,2,YES,8
M03203,2024-06-13,fair,1,yes,21
M03054,2021-01-24,good,4,no,17
M00153,2022-05-14,GOOD,5,yes,44
M00056,2020-03-17,Fair,2,no,53
M01670,2021-06-22,Fair,2,Yes,87
M04290,2021-07-22,Good,3,YES,93
M01905,2022-06-26,Poor ,1,n,31
M02527,2019-06-12,Excellent,5,No,15
M01534,2019-08-27, excellent,2,YES,61
M01871,2020-05-27,good,2,y,91
M01780,2022-10-27,Good,4,n,7
M01493,2023-07-20,fair,1,No,40
M09922,2021-11-25,Fair,1,y,16
M01028,2022-10-13,good,2,NO,82
M04508,2020-03-14,Poor ,2,n,91
M04565,2022-12-07,poor,2,YES,61
M00008,2019-02-21,GOOD,4,Yes,76
M03653,2021-10-21,Good,5,Yes,37
M03957,2020-05-17, excellent,3,NO,84
M02344,2021-05-03,Poor ,4,NO,93
M00584,2020-09-15,fair,1,Yes,13
M04489,2023-01-21, excellent,1,n,43
M03858,2020-03-07,Poor ,3,n,10
M03468,2022-12-07,fair,1,NO,75
M03933,2019-09-12,Good,5,YES,49
M04574,2020-08-26,fair,3,y,99
M02791,2021-07-20,good,4,y,4
M04471,2023-04-19,Good,2,No,95
M00185,2019-10-09, excellent,2,YES,67
M02215,2023-01-04,Good,5,y,41
M03965,2023-08-25,Excellent,4,no,91
M03631,2024-04-03,Good,2,No,75
M00081,2024-02-26, excellent,5,n,53
M02753,2022-08-21,GOOD,3,No,14
M09012,2021-07-02,Good,4,n,
M03785,2019-06-07,GOOD,3,YES,51
M01950,2024-05-28,Good,2,YES,80
M01995,2020-07-10,good,2,n,41
M02169,2023-10-22,good,2,n,3
M01133,2021-02-19,Good,1,yes,69
M02828,2019-02-13,fair,5,y,51
M03789,2023-12-03,Excellent,1,yes,75
M09472,2021-11-08,Poor ,3,No,56
M02530,2023-01-03,Excellent,1,y,88
M01425,2022-04-03,Excellent,4,no,44
M01183,2022-02-23,GOOD,,No,69
M04578,2022-06-18,Excellent,4,YES,3
M01190,2024-03-09,Fair,2,NO,
M02607,2024-02-17,Fair,4,Yes,74
M03782,2024-09-21,Poor ,3,y,73
M04354,2022-06-02,Excellent,1,Yes,13
M02860,2021-04-17, excellent,1,no,40
M02021,2023-03-26,Fair,5,YES,91
M04507,2021-11-27,good,5,n,19
M02931,2019-10-12,good,5,yes,42
M01542,2020-05-22,good,1,n,13
M00115,2023-11-09,poor,2,yes,95
M03998,2020-05-25, excellent,5,Yes,37
M03989,2024-05-12,Poor ,1,n,16
M00736,2021-02-19,Excellent,1,No,24
M03853,2021-11-27,GOOD,4,y,72
M09055,2024-08-15,GOOD,1,yes,98
M02726,2019-07-04,Excellent,3,n,1
M03680,2024-03-17,poor,3,NO,78
M03006,2021-12-26, excellent,,no,32
M02737,2019-09-09,Fair,3,YES,18
M01675,2022-10-25, excellent,2,No,31
M00761,2020-08-20,GOOD,5,y,85
M00959,2024-11-21,good,,Yes,150
M03279,2020-08-16,poor,5,no,36
M04283,2021-04-19,Fair,4,NO,83
M01339,2019-06-12,Good,5,Yes,72
M00949,2024-06-14,good,1,NO,39
M03948,2023-02-24, excellent,4,no,6
M03806,2021-02-01,GOOD,2,No,83
M01740,2022-04-14,poor,1,No,15
M03036,2019-08-20,Fair,3,NO,33
M00782,2020-02-10, excellent,3,yes,48
M02719,2021-07-06,good,4,yes,9
M02867,2024-01-18,Poor ,2,n,91
M03753,2024-01-25,good,4,no,83
M02193,2019-01-16,poor,2,YES,87
M04622,2019-04-05,good,4,no,42
M04596,2021-12-09,poor,4,Yes,88
M02187,2024-07-24,fair,4,No,95
M00111,2023-07-08,poor,3,No,
M03227,2020-10-25,fair,4,NO,62
M01826,2023-01-02,Excellent,4,no,40
M03364,2022-08-21,poor,3,No,44
M04267,2024-04-09,poor,1,No,14
M00950,2020-08-14,Excellent,1,no,84
M03198,2023-07-26,,4,no,92
M01513,2022-10-12,,3,yes,91
M03107,2019-09-07,good,5,no,25
M04807,2019-01-02,GOOD,4,n,39
M01831,2019-02-14,Fair,3,y,22
M03870,2023-04-03, excellent,3,No,150
M02521,2019-06-25,Excellent,4,yes,1
M03710,2020-04-19,poor,5,No,
M01930,2021-03-04,fair,5,Yes,78
M04750,2023-11-05, excellent,4,yes,28
M00286,2024-05-03,Poor ,4,No,54
M01698,2021-04-13,GOOD,2,y,56
M01101,2024-06-24,Good,4,YES,50
M02277,2020-12-20,Poor ,1,Yes,42
M01234,2023-01-19,Poor ,1,Yes,7
M00248,2023-04-22,good,1,NO,73
M04813,2020-10-01, excellent,2,y,40
M03634,2021-08-27,,1,no,57
M02260,2023-11-20, excellent,3,yes,55
M03077,2021-07-26,poor,5,y,99
M04164,2019-02-23,Good,2,Yes,100
M01218,2024-01-07,Poor ,5,n,20
M00614,2020-10-03,Good,4,n,41
M09292,2023-08-05,GOOD,4,yes,40
M03440,2023-10-04,Good,4,y,13
M02006,2020-09-10,poor,3,y,92
M02051,2023-04-05,Poor ,,Yes,88
M03371,2023-08-28,Good,1,n,10
M00741,2021-06-05,good,1,Yes,81
M00653,2023-08-18, excellent,5,NO,98
M04714,2020-03-04,fair,2,n,88
M04786,2020-04-14,Poor ,5,YES,77
M00806,2021-01-13,poor,3,Yes,
M03649,2024-07-07,poor,5,YES,150
M03243,2021-10-23,good,1,yes,
M01373,2021-12-27,poor,3,y,73
M02977,2019-10-03,Poor ,4,no,36
M01588,2023-09-23,good,5,n,76
M02259,2022-03-11,good,4,yes,1
M01297,2022-03-27,Poor ,1,No,52
M02322,2020-06-03,good,5,NO,70
M00499,2020-07-08,poor,3,n,3
M04556,2024-03-15,,2,No,73
M00135,2021-06-17,good,4,n,54
M02123,2021-05-08,fair,3,YES,28
M01897,2021-07-12,good,4,no,85
M03951,2019-02-06,Fair,1,y,150
M03827,2020-01-11,Fair,4,no,54
M03976,2022-03-27,Fair,5,Yes,75
M01819,2021-02-18, excellent,5,YES,70
M04536,2021-08-09,Excellent,3,yes,35
M09373,2019-02-17,,5,yes,80
M00615,2023-08-16,Fair,1,y,98
M02713,2019-01-20,,5,y,76
M00042,2021-06-05,poor,2,Yes,97
M03010,2023-07-21,Excellent,5,NO,2
M00553,2020-11-13,Fair,2,NO,90
M03256,2024-03-05,fair,2,YES,20
M04340,2024-10-21, excellent,4,y,32
M00388,2021-08-23,Good,4,y,48
M02400,2021-07-10,fair,2,NO,79
M00424,2021-04-12,Excellent,5,yes,90
M02825,2021-02-04,Fair,4,No,90
M02596,2024-12-10,good,1,y,
M04170,2024-11-19,poor,0,y,32
M02470,2019-12-13,good,3,y,99
M01941,2021-06-01,Excellent,3,n,89
M04323,2024-11-17,Poor ,1,n,14
M04678,2022-07-21,fair,1,NO,81
M02261,2021-02-08, excellent,2,n,150
M03684,2022-06-02,Poor ,2,NO,26
M01766,2024-01-21,GOOD,1,y,82
M03016,2020-07-19,Excellent,3,No,59
M03879,2024-01-10,GOOD,5,NO,5
M09652,2023-09-28,good,1,no,96
M00205,2019-07-09, excellent,5,y,4
M00421,2020-04-13, excellent,5,YES,43
M04503,2020-05-01,Good,3,y,
M02479,2020-04-15,fair,2,no,36
M03598,2024-08-20,fair,4,no,70
M01401,2022-02-28,Good,5,yes,
M01247,2021-09-08,Excellent,,No,37
M01473,2022-02-10,poor,5,No,18
M04801,2022-12-13, excellent,4,NO,24
M01296,2024-11-05,Fair,5,no,24
M02579,2023-06-27,poor,5,y,43
M02582,2024-04-25,Excellent,5,n,2
M00480,2023-07-02,Excellent,3,NO,68
M03093,2024-02-28,Excellent,1,n,13
M01846,2023-01-19,Poor ,3,No,51
M02811,2020-09-02, excellent,4,no,37
M02282,2024-05-27,fair,3,NO,80
M04832,2023-08-23,Fair,2,NO,64
M03201,2024-03-13,Excellent,1,No,62
M01131,2024-12-16,Poor ,3,n,30
M03049,2021-02-03,Excellent,3,n,96
M04293,2022-01-15,Excellent,4,no,21
M00884,2021-11-07,Fair,5,YES,100
M03867,2020-03-12,poor,1,No,6
M03168,2019-01-03,GOOD,5,no,3
M01073,2022-07-09,Good,4,No,4
M03318,2023-01-06,fair,4,YES,5
M04571,2023-10-17, excellent,5,Yes,89
M01023,2021-08-03,Fair,3,YES,84
M02070,2021-09-23,Good,2,Yes,74
M00561,2023-05-20,poor,3,Yes,-10
M00497,2022-10-07,Poor ,1,NO,73
M02432,2022-09-10,Excellent,1,NO,83
M02288,2023-08-15,GOOD,5,y,75
M01962,2021-01-09,Poor ,4,yes,44
M04675,2020-01-02,Good,1,no,13
M00114,2022-10-16,Excellent,2,Yes,37
M02882,2020-07-18,GOOD,3,NO,11
M04147,2019-03-01,Excellent,1,No,31
M01077,2022-04-02, excellent,2,n,96
M01645,2021-02-12, excellent,2,Yes,32
M01100,2023-09-19,fair,3,n,14
M01619,2024-01-06,Good,1,NO,66
M03145,2022-11-28,fair,1,YES,74
M04410,2021-11-15,Poor ,4,no,75
M00215,2021-06-28,Good,2,No,50
M03694,2019-09-06,poor,4,NO,57
M04173,2021-09-02,Poor ,,YES,
M01746,2024-11-22,good,4,yes,60
M04573,2019-04-12,Poor ,4,y,33
M00763,2021-03-03, excellent,2,n,30
M03634,2021-08-27,,1,no,57
M03419,2024-11-17, excellent,1,NO,76
M03928,2020-04-22,Good,1,n,26
M00009,2022-07-14,good,3,y,94
M02134,2023-12-01,poor,5,y,76
M01484,2022-05-02,Excellent,4,n,30
M03926,2020-02-15, excellent,4,n,10
M01250,2022-11-08, excellent,1,NO,57
M01738,2021-01-23,,3,YES,15
M00625,2021-12-27,poor,4,Yes,23
M02610,2023-03-18, excellent,2,no,93
M04553,2022-09-04,poor,3,NO,87
M02330,2020-05-15, excellent,1,yes,20
M01700,2024-03-11,fair,3,YES,-10
M00955,2019-10-08,poor,2,Yes,37
M04538,2023-11-26,Poor ,1,YES,57
M03245,2020-09-06,Good,1,n,65
M02077,2019-06-07,GOOD,2,NO,47
M00921,2019-10-07,Poor ,5,NO,34
M04265,2022-05-22,Excellent,5,yes,63
M03645,2020-04-14,Good,5,No,40
M04623,2021-11-07, excellent,2,no,
M03566,2022-06-20,GOOD,4,No,61
M04492,2019-09-03,Excellent,5,yes,83
M00134,2021-11-07,Fair,3,n,67
M01599,2024-11-19,Poor ,5,YES,10
M01656,2019-10-17,Excellent,2,NO,34
M00331,2020-04-10,Poor ,1,no,62
M00554,2019-10-01,Good,4,No,
M01526,2023-09-06,Fair,1,No,45
M01408,2023-08-02,fair,2,yes,34
M04294,2023-06-15,GOOD,4,NO,42
M01836,2022-08-15, excellent,3,Yes,68
M01750,2023-03-26,Good,4,NO,18
M02624,2019-04-09,good,5,YES,12
M01154,2024-12-08,Excellent,2,NO,47
M09156,2021-01-03,Excellent,5,yes,92
M02847,2019-09-04,good,2,No,26
M04877,2020-04-19,poor,,y,2
M02816,2019-02-20,Fair,99,YES,56
M03542,2020-08-03,Excellent,1,YES,100
M03390,2019-08-16,GOOD,2,yes,80
M00731,2019-03-07,poor,5,Yes,7
M04751,2023-04-23,Fair,,yes,84
M04872,2023-02-24,GOOD,,Yes,9
M01689,2020-09-22,poor,2,y,19
M01851,2023-04-12,Excellent,,yes,56
M02761,2019-04-01,Excellent,3,n,-10
M04628,2021-08-24,poor,3,Yes,41
M03444,2021-10-14,fair,5,y,16
M02685,2024-07-22,GOOD,3,Yes,87
M04699,2021-09-25,GOOD,4,y,89
M03754,2019-10-18,Good,0,yes,14
M03100,2024-10-13,Excellent,1,YES,44
M02994,2021-06-11,,4,NO,60
M00876,2019-05-02,GOOD,2,Yes,150
M00512,2024-12-02,GOOD,5,n,69
M03595,2019-08-11,fair,3,YES,65
M01858,2022-06-21,good,2,Yes,32
M00005,2024-02-14,fair,1,No,69
M01511,2022-04-24,Good,4,YES,85
M00086,2020-08-07,good,1,n,4
M03199,2021-06-02,Good,1,NO,19
M01752,2023-02-18,poor,3,YES,47
M02167,2023-11-03,good,4,y,63
M00332,2020-09-09,Excellent,1,no,53
M03028,2022-04-01,Excellent,3,Yes,48
M04177,2019-03-09,Excellent,5,Yes,62
M00010,2023-03-17,Good,4,No,25
M03579,2019-05-14,Fair,5,n,83
M04390,2021-11-22,Good,4,No,18
M04295,2022-09-16,Poor ,2,y,4
M00892,2020-07-27,Excellent,1,y,
M04339,2023-09-08,Good,1,yes,84
M01191,2022-08-12,poor,3,n,83
M01422,2024-08-11,Excellent,5,NO,91
M04822,2020-08-22, excellent,2,no,37
M04113,2023-05-14,Good,3,NO,9
M02687,2021-09-11,fair,4,NO,65
M02837,2020-08-28,,2,NO,67
M01241,2022-06-11,poor,3,Yes,48
M02974,2020-10-17,Good,1,No,68
M03672,2020-12-16,Excellent,5,YES,61
M03563,2023-02-02,good,5,Yes,32
M03757,2019-10-06,GOOD,4,YES,19
M01557,2021-10-02,Poor ,3,Yes,77
M00676,2022-02-09,poor,5,No,60
M03215,2020-04-06,Excellent,4,NO,45
M00537,2024-12-24,Fair,4,yes,58
M01699,2023-08-06, excellent,1,NO,69
M04629,2021-12-28,Fair,1,YES,42
M04683,2020-06-11,Fair,5,yes,5
M00999,2020-02-04,fair,3,YES,98
M02893,2023-05-07,fair,5,NO,41
M03234,2021-08-13,fair,4,n,17
M04848,2021-11-19,Good,2,NO,18
M01259,2019-07-02,Good,5,No,17
M02881,2022-05-17,Fair,4,no,59
M03674,2021-10-24, excellent,2,yes,25
M00828,2023-05-11,GOOD,3,YES,100
M02988,2024-05-15,GOOD,,Yes,
M02188,2020-12-25,Good,1,NO,62
M00622,2023-10-14,Poor ,5,y,78
M03877,2019-06-06,good,4,no,79
M03187,2021-09-16,poor,3,no,35
M01143,2022-03-26,GOOD,3,NO,2
M01002,2019-01-15, excellent,2,no,5
M02782,2023-05-27, excellent,4,NO,6
M03150,2020-05-06,,5,Yes,31
M02810,2022-02-19,good,3,n,79
M01252,2023-10-26,Good,5,No,77
M03303,2021-08-01,fair,2,yes,50
M03597,2022-11-06,,2,YES,93
M03770,2022-08-10,fair,3,No,72
M01454,2023-02-14,Poor ,4,Yes,29
M00300,2023-04-22,Excellent,2,No,150
M01855,2020-05-21,Fair,4,No,0
M01432,2020-05-12,poor,4,YES,16
M02315,2022-11-24,fair,5,NO,150
M00224,2023-04-23,Fair,3,YES,29
M03259,2021-08-13,fair,2,No,89
M04898,2019-03-04,GOOD,5,YES,8
M02707,2024-09-28,Fair,2,NO,92
M01453,2024-05-02, excellent,2,YES,78
M02763,2024-05-15,Poor ,1,n,56
M04694,2022-07-18, excellent,2,yes,30
M04736,2020-07-21,poor,3,n,98
M02721,2022-08-13, excellent,5,yes,41
M01486,2019-07-13,poor,2,yes,43
M03697,2022-08-26,poor,5,n,29
M00059,2019-03-04,Fair,3,n,38
M01695,2019-09-25,poor,5,yes,81
M00179,2020-04-06,Excellent,3,yes,5
M03629,2023-07-10,Fair,2,no,51
M02888,2020-10-18,Poor ,1,YES,96
M04737,2020-05-24,Excellent,1,NO,
M03480,2021-06-07,Excellent,1,YES,19
M03953,2020-01-13,GOOD,4,no,26
M02039,2024-11-09,poor,5,No,87
M04831,2022-11-23,GOOD,3,YES,38
M02154,2019-12-12,GOOD,4,n,99
M03241,2022-12-13,fair,5,yes,-10
M04804,2021-05-20,GOOD,1,Yes,14
M00455,2024-04-03,GOOD,2,No,55
M04085,2021-12-08,Excellent,5,No,77
M00102,2020-07-13,Poor ,3,Yes,88
M02618,2019-06-28,fair,3,NO,56
M01763,2021-12-06,Excellent,3,no,45
M00361,2022-02-16, excellent,2,NO,91
M04271,2024-04-01,good,3,NO,63
M04060,2024-10-03, excellent,0,NO,22
M01636,2022-04-04,Good,1,Yes,59
M00993,2024-10-28,Fair,4,No,28
M03678,2020-02-10,fair,5,no,78
M04515,2021-01-19,fair,5,No,46
M02018,2019-08-13,good,1,YES,97
M02055,2024-11-21,GOOD,2,n,29
M02537,2024-08-14,Good,5,yes,22
M04552,2024-09-14,Good,1,no,57
M02838,2023-03-06,Poor ,4,Yes,95
M03921,2024-05-04,Good,4,YES,4
M01982,2024-12-22,fair,3,YES,3
M03886,2023-01-18,good,4,NO,70
M02770,2019-05-06,Fair,1,YES,48
M03543,2019-10-14, excellent,2,y,61
M00147,2019-09-23, excellent,4,Yes,71
M00612,2019-07-02,GOOD,,YES,8
M01866,2019-08-14, excellent,1,NO,15
M00367,2023-07-09,Fair,5,yes,76
M01043,2022-05-13,Fair,1,YES,69
M01225,2022-04-01,poor,4,yes,83
M02676,2022-07-12,Fair,4,YES,64
M02345,2024-08-02,fair,3,no,56
M00924,2022-03-06,Excellent,3,Yes,49
M02632,2019-01-18,Poor ,2,Yes,63
M03411,2020-01-11,fair,5,no,26
M02306,2020-12-24,Excellent,1,No,17
M00360,2019-08-03,,5,y,62
M00356,2021-10-21,Fair,5,no,83
M00184,2020-05-19,poor,2,no,31
M00749,2023-12-07,,4,yes,35
M03123,2024-12-20,Excellent,2,yes,21
M03375,2024-11-12,Excellent,3,NO,44
M00231,2019-09-01,good,3,Yes,53
M04189,2020-06-10,Poor ,5,y,99
M04468,2023-03-04,Poor ,5,YES,59
M01105,2022-09-13,poor,3,no,61
M04701,2020-08-28,good,1,yes,22
M02472,2022-11-24, excellent,5,YES,90
M03835,2019-03-01,Good,1,n,62
M03391,2021-08-15,fair,5,No,80
M02848,2020-05-21, excellent,4,NO,60
M04270,2023-08-09,poor,5,NO,59
M03983,2023-11-05,good,1,no,86
M03899,2022-11-26,good,2,Yes,80
M02809,2024-01-11,,2,NO,49
M04734,2021-04-18,good,1,Yes,26
M00203,2021-04-27,Poor ,3,y,60
M00408,2022-10-05,Excellent,1,NO,71
M04680,2022-09-16, excellent,1,n,76
M00204,2023-04-27,,4,Yes,49
M03699,2021-04-25,GOOD,5,no,16
M02657,2020-03-21,fair,2,no,93
M02879,2021-11-25,Fair,3,NO,58
M01461,2021-12-16,Excellent,5,No,78
M00119,2019-01-19,Good,2,n,40
M02541,2023-12-11,Poor ,5,yes,13
M01555,2021-03-26,Good,2,NO,26
M03145,2022-11-28,fair,1,YES,74
M03450,2024-11-24,fair,4,yes,16
M00894,2020-12-02,fair,1,Yes,83
M00764,2022-08-24,,4,y,99
M04438,2023-08-23,GOOD,,No,32
M00800,2024-10-27,good,4,NO,14
M04780,2024-02-08,,4,NO,20
M04304,2020-09-25,Poor ,5,n,22
M03391,2021-08-15,fair,5,No,80
M01502,2023-10-07,Poor ,1,No,18
M04039,2024-06-04,GOOD,1,y,
M00407,2020-08-15,poor,3,n,79
M00860,2023-01-04,fair,3,YES,81
M03167,2022-04-10,good,1,YES,2
M04878,2022-04-15,Poor ,3,YES,42
M00818,2024-12-20, excellent,5,yes,33
M02679,2024-05-28,fair,1,no,68
M04859,2019-10-05,good,1,YES,39
M03564,2024-10-08, excellent,1,No,65
M04138,2024-05-24,Poor ,4,Yes,34
M00930,2021-09-05,poor,1,no,10
M03354,2019-05-09,Good,3,NO,6
M00576,2021-03-28,good,2,y,78
M09658,2022-05-19,poor,3,Yes,21
M09171,2022-09-25,good,,No,38
M04003,2024-09-24,Good,2,YES,51
M00064,2020-07-28,Good,4,yes,
M02525,2020-03-18,fair,4,YES,23
M09844,2020-08-08,fair,2,yes,26
M04152,2023-09-27,,4,No,27
M01230,2019-10-25,fair,3,y,5
M02346,2024-05-13, excellent,1,y,38
M03135,2024-07-19,,1,NO,30
M04067,2021-01-01,GOOD,5,No,8
M01541,2019-04-17,fair,3,NO,23
M03263,2023-10-24,GOOD,5,Yes,41
M00877,2019-08-04,Poor ,,No,43
M03721,2023-08-28,Poor ,5,YES,78
M00670,2020-02-14,poor,2,No,83
M03090,2022-06-28,Poor ,4,no,98
M02495,2022-05-13,Good,0,yes,100
M00867,2019-07-04,Good,2,NO,61
M00928,2024-03-04, excellent,4,No,18
M00226,2019-04-18,GOOD,5,y,75
M00587,2021-02-05,Poor ,4,y,64
M04625,2020-08-06,Excellent,3,no,-10
M00668,2020-06-15,fair,4,yes,42
M02538,2024-06-08,poor,5,NO,59
M04260,2024-09-08,Poor ,1,YES,99
M04082,2020-11-17,good,1,no,66
M04219,2023-04-13, excellent,1,n,150
M02034,2023-08-07, excellent,5,NO,88
M01520,2022-10-08,GOOD,4,Yes,96
M02778,2020-08-09,Fair,2,No,
M01539,2022-05-08,Good,2,n,19
M01287,2020-01-07, excellent,4,NO,11
M01808,2024-11-17,Fair,,yes,90
M01717,2021-04-04,fair,2,NO,49
M02166,2023-09-11,Excellent,4,Yes,38
M01536,2022-06-26,,3,n,16
M02300,2023-04-27,GOOD,2,no,86
M01371,2020-12-03,Good,5,Yes,85
M04385,2020-04-06, excellent,5,No,5
M03875,2022-12-04,poor,2,YES,64
M09123,2019-02-13,Good,4,yes,21
M04757,2023-05-27,Excellent,2,YES,48
M01411,2021-04-21,good,1,YES,86
M01796,2020-05-12, excellent,5,n,13
M01848,2019-10-26,GOOD,2,NO,93
M00639,2019-05-19,Excellent,2,n,66
M03266,2021-05-11, excellent,5,NO,29
M01092,2021-06-02,fair,4,YES,99
M02181,2024-09-09,Excellent,0,yes,
M02452,2019-03-12, excellent,,NO,24
M04658,2019-05-02,poor,4,NO,90
M02775,2021-09-24,Poor ,4,y,2
M03895,2021-07-05,Good,3,y,75
M02220,2022-01-03,Fair,3,n,63
M03807,2023-03-03,good,1,no,15
M01053,2024-02-08,Fair,5,n,84
M01731,2019-12-22,good,2,NO,82
M02202,2020-12-05,good,5,Yes,10
M04871,2024-09-02,Good,3,NO,7
M00683,2022-05-23,Fair,5,y,98
M01173,2022-01-28,Poor ,2,No,87
M01817,2019-10-03,GOOD,1,NO,86
M03216,2019-09-06,GOOD,5,No,25
M04599,2019-03-21,Good,3,YES,75
M01972,2021-12-01,Fair,4,No,32
M04562,2020-12-11,Excellent,1,YES,4
M04199,2023-11-12,Good,1,no,49
M02249,2021-05-05,poor,5,n,40
M02937,2020-02-11,GOOD,2,no,12
M00862,2022-09-17,GOOD,4,y,85
M02736,2020-03-22,Good,2,No,86
M00313,2024-04-21, excellent,4,y,9
M02086,2023-02-22,Poor ,5,Yes,32
M02740,2019-07-06,Fair,4,y,
M00347,2024-05-09,good,3,YES,14
M00964,2021-12-01,Excellent,3,n,45
M03675,2023-03-10,,5,YES,10
M02966,2022-10-03,poor,3,NO,65
M00663,2023-03-27, excellent,3,Yes,0
M02178,2023-11-11,Excellent,2,YES,26
M01586,2019-06-16,fair,4,yes,55
M00091,2020-10-12, excellent,5,NO,2
M02551,2019-12-03, excellent,4,Yes,57
M04886,2022-01-07,GOOD,4,YES,24
M02481,2021-02-16,fair,5,No,
M03817,2019-10-04,poor,4,yes,150
M04890,2022-06-06,Excellent,1,yes,13
M01955,2020-07-14,Good,5,n,89
